RM1912000.031272
Normal   20/01/2019 00:02:11 20/01/2019 00:03:11 0110 113.5696 22.1657 -90.0 0.0 25.7 1006.6
0001201 0020 0001201 0000 07
1 0 1 16230 1 0800 7.50 00355.p 0 0 09 000 12 001201 0.100 BT0
1 1 1 16230 1 0800 7.50 00355.p 0 0 00 000 00 001201 3.9683 BC0
1 0 1 16230 1 0780 7.50 00355.s 2 0 09 000 12 001201 0.100 BT1
1 1 1 16230 1 0780 7.50 00355.s 2 0 00 000 00 001201 3.9683 BC1
1 0 2 16230 1 0850 7.50 00387.o 1 0 09 000 12 001201 0.100 BT2
1 1 2 16230 1 0850 7.50 00387.o 1 0 00 000 00 001201 3.9683 BC2
1 0 1 01200 1 0149 1.00 00355.p 1 0 00 000 00 000001 0.000001 PD0
00355.p_an (mV), 00355.p_ph (counts), 00355.s_an (mV), 00355.s_ph (counts), 00387.o_an (mV), 00387.o_ph (counts), PD_00355.p_an
5.0754,0.0000,5.1356,46.0000,5.0945,0.0000,0.0000
5.0764,1.0000,5.1352,38.0000,5.0925,0.0000,0.0000
5.0758,1.0000,5.1349,46.0000,5.0928,0.0000,0.0000
5.0754,5.0000,5.1331,46.0000,5.0929,0.0000,0.0000
5.0760,1.0000,5.1348,48.0000,5.0934,0.0000,0.0000
5.0759,1.0000,5.1374,56.0000,5.0935,0.0000,0.0000
5.0771,1.0000,5.1383,49.0000,5.0927,0.0000,0.0000
5.0758,1.0000,5.1376,47.0000,5.0940,0.0000,0.0000
5.0756,0.0000,5.1329,48.0000,5.0932,0.0000,0.0000
5.0753,0.0000,5.1363,38.0000,5.0929,0.0000,0.0000
5.0755,1.0000,5.1351,52.0000,5.0932,0.0000,0.0000
5.0766,1.0000,5.1359,43.0000,5.0924,0.0000,0.0000
5.0778,0.0000,5.1373,37.0000,5.0928,0.0000,0.0000
5.0774,1.0000,5.1367,48.0000,5.0939,0.0000,0.0000
5.0769,0.0000,5.1395,46.0000,5.0924,0.0000,0.0000
5.0762,1.0000,5.1370,52.0000,5.0927,0.0000,0.0000
5.0751,0.0000,5.1374,40.0000,5.0937,0.0000,0.0000
5.0759,2.0000,5.1363,35.0000,5.0930,0.0000,0.0000
5.0750,1.0000,5.1378,49.0000,5.0942,0.0000,0.0000
5.0763,0.0000,5.1369,35.0000,5.0939,0.0000,0.0000
5.0770,0.0000,5.1355,47.0000,5.0941,0.0000,0.0000
5.0760,1.0000,5.1351,45.0000,5.0933,0.0000,0.0000
5.0772,0.0000,5.1370,39.0000,5.0926,0.0000,0.0000
5.0756,1.0000,5.1377,48.0000,5.0939,0.0000,0.0000
5.0764,1.0000,5.1365,44.0000,5.0932,0.0000,0.0000
5.0770,1.0000,5.1358,48.0000,5.0944,0.0000,0.0000
5.0774,0.0000,5.1345,28.0000,5.0944,0.0000,0.0000
5.0768,0.0000,5.1375,32.0000,5.0920,0.0000,0.0000
5.0747,0.0000,5.1335,54.0000,5.0920,0.0000,0.0000
5.0768,0.0000,5.1353,50.0000,5.0930,0.0000,0.0000
5.0767,0.0000,5.1364,33.0000,5.0933,0.0000,0.0000
5.0749,1.0000,5.1361,41.0000,5.0936,0.0000,0.0000
5.0753,1.0000,5.1383,52.0000,5.0931,0.0000,0.0000
5.0757,1.0000,5.1370,49.0000,5.0934,0.0000,0.0000
5.0765,1.0000,5.1360,48.0000,5.0936,0.0000,0.0000
5.0752,1.0000,5.1343,47.0000,5.0934,0.0000,0.0000
5.0756,1.0000,5.1339,49.0000,5.0935,0.0000,0.0000
5.0754,1.0000,5.1388,50.0000,5.0942,0.0000,0.0000
5.0759,1.0000,5.1379,48.0000,5.0924,0.0000,0.0000
5.0766,1.0000,5.1349,44.0000,5.0930,0.0000,0.0000
5.0762,1.0000,5.1347,33.0000,5.0933,0.0000,0.0000
5.0762,1.0000,5.1377,56.0000,5.0935,0.0000,0.0000
5.0769,0.0000,5.1394,40.0000,5.0926,0.0000,0.0000
5.0766,1.0000,5.1367,39.0000,5.0927,0.0000,0.0000
5.0754,1.0000,5.1357,52.0000,5.0937,0.0000,0.0000
5.0752,0.0000,5.1364,35.0000,5.0930,0.0000,0.0000
5.0776,1.0000,5.1384,47.0000,5.0927,0.0000,0.0000
5.0775,0.0000,5.1370,36.0000,5.0927,0.0000,0.0000
5.0750,1.0000,5.1374,48.0000,5.0937,0.0000,0.0000
5.0765,0.0000,5.1340,41.0000,5.0930,0.0000,0.0000
5.0767,3.0000,5.1376,37.0000,5.0937,0.0000,0.0000
5.0769,1.0000,5.1373,40.0000,5.0933,0.0000,0.0000
5.0758,1.0000,5.1336,34.0000,5.0936,0.0000,0.0000
5.0754,1.0000,5.1357,41.0000,5.0928,0.0000,0.0000
5.0759,0.0000,5.1354,43.0000,5.0927,0.0000,0.0000
5.0765,0.0000,5.1354,53.0000,5.0931,0.0000,0.0000
5.0764,1.0000,5.1360,39.0000,5.0937,0.0000,0.0000
5.0759,1.0000,5.1370,43.0000,5.0942,0.0000,0.0000
5.0760,0.0000,5.1372,37.0000,5.0925,0.0000,0.0000
5.0769,3.0000,5.1351,45.0000,5.0932,0.0000,0.0000
5.0773,1.0000,5.1353,37.0000,5.0934,0.0000,0.0000
5.0757,1.0000,5.1352,48.0000,5.0934,0.0000,0.0000
5.0767,0.0000,5.1368,46.0000,5.0932,0.0000,0.0000
5.0764,2.0000,5.1352,43.0000,5.0941,0.0000,0.0000
5.0768,1.0000,5.1364,40.0000,5.0938,0.0000,0.0000
5.0757,1.0000,5.1360,54.0000,5.0936,0.0000,0.0000
5.0753,0.0000,5.1325,45.0000,5.0932,0.0000,0.0000
5.0764,0.0000,5.1351,38.0000,5.0916,0.0000,0.0000
5.0762,1.0000,5.1349,37.0000,5.0928,0.0000,0.0000
5.0768,5.0000,5.1353,40.0000,5.0935,0.0000,0.0000
5.0764,0.0000,5.1373,37.0000,5.0933,0.0000,0.0000
5.0778,0.0000,5.1371,40.0000,5.0933,0.0000,0.0000
5.0767,1.0000,5.1359,46.0000,5.0941,0.0000,0.0000
5.0768,1.0000,5.1367,46.0000,5.0930,0.0000,0.0000
5.0759,1.0000,5.1393,47.0000,5.0931,0.0000,0.0000
5.0768,2.0000,5.1363,42.0000,5.0932,0.0000,0.0000
5.0772,1.0000,5.1348,27.0000,5.0932,0.0000,0.0000
5.0758,0.0000,5.1351,42.0000,5.0924,0.0000,0.0000
5.0771,1.0000,5.1353,44.0000,5.0932,0.0000,0.0000
5.0759,0.0000,5.1336,41.0000,5.0943,0.0000,0.0000
5.0765,1.0000,5.1337,42.0000,5.0933,0.0000,0.0000
5.0770,0.0000,5.1377,41.0000,5.0921,0.0000,0.0000
5.0760,0.0000,5.1368,34.0000,5.0921,0.0000,0.0000
5.0770,0.0000,5.1366,43.0000,5.0930,0.0000,0.0000
5.0768,1.0000,5.1359,48.0000,5.0936,0.0000,0.0000
5.0760,2.0000,5.1310,45.0000,5.0940,0.0000,0.0000
5.0764,1.0000,5.1334,45.0000,5.0934,0.0000,0.0000
5.0761,0.0000,5.1372,33.0000,5.0931,0.0000,0.0000
5.0758,1.0000,5.1365,44.0000,5.0929,0.0000,0.0000
5.0763,0.0000,5.1355,42.0000,5.0931,0.0000,0.0000
5.0772,0.0000,5.1337,50.0000,5.0935,0.0000,0.0000
5.0749,1.0000,5.1347,39.0000,5.0940,0.0000,0.0000
5.0755,1.0000,5.1402,36.0000,5.0943,0.0000,0.0000
5.0758,0.0000,5.1376,39.0000,5.0931,0.0000,0.0000
5.0779,0.0000,5.1359,49.0000,5.0927,0.0000,0.0000
5.0766,1.0000,5.1371,38.0000,5.0936,0.0000,0.0000
5.0764,0.0000,5.1345,35.0000,5.0926,0.0000,0.0000
5.0773,2.0000,5.1365,36.0000,5.0936,0.0000,0.0000
5.0771,0.0000,5.1366,46.0000,5.0929,0.0000,0.0000
5.0763,0.0000,5.1361,46.0000,5.0941,0.0000,0.0000
5.0763,1.0000,5.1368,37.0000,5.0944,0.0000,0.0000
5.0746,0.0000,5.1344,44.0000,5.0934,0.0000,0.0000
5.0747,1.0000,5.1365,57.0000,5.0937,0.0000,0.0000
5.0754,1.0000,5.1348,54.0000,5.0947,0.0000,0.0000
5.0768,2.0000,5.1343,57.0000,5.0927,0.0000,0.0000
5.0757,3.0000,5.1354,45.0000,5.0930,0.0000,0.0000
5.0774,0.0000,5.1335,44.0000,5.0928,0.0000,0.0000
5.0756,2.0000,5.1361,31.0000,5.0933,0.0000,0.0000
5.0756,1.0000,5.1381,45.0000,5.0944,0.0000,0.0000
5.0766,0.0000,5.1337,43.0000,5.0928,0.0000,0.0000
5.0767,1.0000,5.1373,42.0000,5.0935,0.0000,0.0000
5.0772,0.0000,5.1411,47.0000,5.0938,0.0000,0.0000
5.0762,0.0000,5.1374,42.0000,5.0936,0.0000,0.0000
5.0764,0.0000,5.1370,45.0000,5.0928,0.0000,0.0000
5.0765,2.0000,5.1376,47.0000,5.0933,0.0000,0.0000
5.0765,1.0000,5.1355,37.0000,5.0939,0.0000,0.0000
5.0764,1.0000,5.1353,40.0000,5.0938,0.0000,0.0000
5.0758,0.0000,5.1355,58.0000,5.0931,0.0000,0.0000
5.0750,0.0000,5.1358,43.0000,5.0931,0.0000,0.0000
5.0757,1.0000,5.1342,49.0000,5.0941,0.0000,0.0000
5.0748,0.0000,5.1373,35.0000,5.0943,0.0000,0.0000
5.0759,1.0000,5.1345,45.0000,5.0921,0.0000,0.0000
5.0769,0.0000,5.1369,48.0000,5.0926,0.0000,0.0000
5.0759,1.0000,5.1390,46.0000,5.0933,0.0000,0.0000
5.0756,1.0000,5.1337,38.0000,5.0927,0.0000,0.0000
5.0759,0.0000,5.1352,48.0000,5.0930,0.0000,0.0000
5.0762,1.0000,5.1397,40.0000,5.0935,0.0000,0.0000
5.0767,0.0000,5.1375,61.0000,5.0943,0.0000,0.0000
5.0767,0.0000,5.1372,45.0000,5.0930,0.0000,0.0000
5.0757,0.0000,5.1331,41.0000,5.0934,0.0000,0.0000
5.0764,1.0000,5.1372,47.0000,5.0946,0.0000,0.0000
5.0755,0.0000,5.1367,36.0000,5.0935,0.0000,0.0000
5.0759,0.0000,5.1363,39.0000,5.0938,0.0000,0.0000
5.0756,0.0000,5.1345,46.0000,5.0939,0.0000,0.0000
5.0766,0.0000,5.1362,43.0000,5.0928,0.0000,0.0000
5.0769,0.0000,5.1372,38.0000,5.0939,0.0000,0.0000
5.0757,1.0000,5.1411,35.0000,5.0927,0.0000,0.0000
5.0759,0.0000,5.1369,32.0000,5.0928,0.0000,0.0000
5.0765,0.0000,5.1333,32.0000,5.0922,0.0000,0.0000
5.0754,0.0000,5.1362,36.0000,5.0932,0.0000,0.0000
5.0756,0.0000,5.1361,38.0000,5.0925,0.0000,0.0000
5.0757,2.0000,5.1343,36.0000,5.0931,0.0000,0.0000
5.0761,0.0000,5.1370,45.0000,5.0931,0.0000,0.0000
5.0768,3.0000,5.1365,38.0000,5.0936,0.0000,0.0000
5.0754,0.0000,5.1347,38.0000,5.0937,0.0000,0.0000
5.0764,2.0000,5.1356,40.0000,5.0935,0.0000,0.0000
5.0758,2.0000,5.1337,40.0000,5.0929,0.0000,0.0000
5.0749,0.0000,5.1326,38.0000,5.0925,0.0000,0.0000
5.0758,1.0000,5.1332,45.0000,5.0931,0.0000,0.0000
5.0761,2.0000,5.1351,49.0000,5.0942,0.0000,0.0000
5.0768,2.0000,5.1358,49.0000,5.0933,0.0000,0.0000
5.0761,1.0000,5.1360,45.0000,5.0934,0.0000,0.0000
5.0758,0.0000,5.1352,36.0000,5.0939,0.0000,0.0000
5.0759,0.0000,5.1340,44.0000,5.0943,0.0000,0.0000
5.0765,1.0000,5.1336,33.0000,5.0935,0.0000,0.0000
5.0762,0.0000,5.1362,31.0000,5.0944,0.0000,0.0000
5.0763,0.0000,5.1360,46.0000,5.0933,0.0000,0.0000
5.0769,2.0000,5.1392,36.0000,5.0927,0.0000,0.0000
5.0763,1.0000,5.1398,44.0000,5.0924,0.0000,0.0000
5.0765,1.0000,5.1366,40.0000,5.0939,0.0000,0.0000
5.0750,1.0000,5.1350,45.0000,5.0935,0.0000,0.0000
5.0758,0.0000,5.1328,45.0000,5.0938,0.0000,0.0000
5.0763,1.0000,5.1366,46.0000,5.0930,0.0000,0.0000
5.0761,1.0000,5.1351,55.0000,5.0932,0.0000,0.0000
5.0758,1.0000,5.1346,33.0000,5.0934,0.0000,0.0000
5.0766,2.0000,5.1365,46.0000,5.0929,0.0000,0.0000
5.0760,0.0000,5.1349,49.0000,5.0927,0.0000,0.0000
5.0746,0.0000,5.1364,52.0000,5.0928,0.0000,0.0000
5.0768,1.0000,5.1355,45.0000,5.0934,0.0000,0.0000
5.0762,1.0000,5.1365,42.0000,5.0918,0.0000,0.0000
5.0753,0.0000,5.1374,35.0000,5.0927,0.0000,0.0000
5.0753,0.0000,5.1370,35.0000,5.0935,0.0000,0.0000
5.0749,1.0000,5.1373,46.0000,5.0932,0.0000,0.0000
5.0765,0.0000,5.1347,35.0000,5.0935,0.0000,0.0000
5.0762,0.0000,5.1365,51.0000,5.0936,0.0000,0.0000
5.0764,3.0000,5.1377,51.0000,5.0931,0.0000,0.0000
5.0759,1.0000,5.1354,32.0000,5.0933,0.0000,0.0000
5.0755,0.0000,5.1378,30.0000,5.0941,0.0000,0.0000
5.0753,3.0000,5.1360,45.0000,5.0941,0.0000,0.0000
5.0763,4.0000,5.1329,46.0000,5.0940,0.0000,0.0000
5.0767,1.0000,5.1354,40.0000,5.0936,0.0000,0.0000
5.0766,1.0000,5.1351,44.0000,5.0928,0.0000,0.0000
5.0759,0.0000,5.1360,52.0000,5.0934,0.0000,0.0000
5.0765,2.0000,5.1363,53.0000,5.0931,0.0000,0.0000
5.0765,0.0000,5.1379,50.0000,5.0939,0.0000,0.0000
5.0758,2.0000,5.1354,39.0000,5.0923,0.0000,0.0000
5.0768,0.0000,5.1325,44.0000,5.0926,0.0000,0.0000
5.0774,2.0000,5.1363,36.0000,5.0920,0.0000,0.0000
5.0772,0.0000,5.1355,39.0000,5.0931,0.0000,0.0000
5.0764,0.0000,5.1356,44.0000,5.0932,0.0000,0.0000
5.0761,1.0000,5.1357,52.0000,5.0939,0.0000,0.0000
5.0753,1.0000,5.1389,44.0000,5.0939,0.0000,0.0000
5.0760,0.0000,5.1372,51.0000,5.0934,0.0000,0.0000
5.0765,0.0000,5.1378,47.0000,5.0937,0.0000,0.0000
5.0773,0.0000,5.1368,48.0000,5.0935,0.0000,0.0000
5.0759,1.0000,5.1337,55.0000,5.0932,0.0000,0.0000
5.0761,1.0000,5.1356,42.0000,5.0928,0.0000,0.0000
5.0765,0.0000,5.1370,47.0000,5.0927,0.0000,0.0000
5.0752,0.0000,5.1374,59.0000,5.0928,0.0000,0.0000
5.0761,0.0000,5.1395,48.0000,5.0937,0.0000,0.0000
5.0771,1.0000,5.1366,41.0000,5.0944,0.0000,0.0000
5.0764,1.0000,5.1352,41.0000,5.0921,0.0000,0.0000
5.0761,0.0000,5.1372,45.0000,5.0927,0.0000,0.0000
5.0763,2.0000,5.1384,47.0000,5.0932,0.0000,0.0000
5.0763,1.0000,5.1358,39.0000,5.0937,0.0000,0.0000
5.0752,2.0000,5.1345,38.0000,5.0933,0.0000,0.0000
5.0760,0.0000,5.1380,46.0000,5.0933,0.0000,0.0000
5.0754,2.0000,5.1389,56.0000,5.0934,0.0000,0.0000
5.0763,1.0000,5.1369,36.0000,5.0919,0.0000,0.0000
5.0761,0.0000,5.1342,47.0000,5.0929,0.0000,0.0000
5.0760,0.0000,5.1355,48.0000,5.0940,0.0000,0.0000
5.0756,0.0000,5.1355,47.0000,5.0935,0.0000,0.0000
5.0761,0.0000,5.1371,35.0000,5.0936,0.0000,0.0000
5.0759,3.0000,5.1342,41.0000,5.0940,0.0000,0.0000
5.0769,1.0000,5.1343,40.0000,5.0935,0.0000,0.0000
5.0757,2.0000,5.1354,39.0000,5.0931,0.0000,0.0000
5.0755,1.0000,5.1391,43.0000,5.0936,0.0000,0.0000
5.0764,0.0000,5.1377,57.0000,5.0935,0.0000,0.0000
5.0759,1.0000,5.1369,30.0000,5.0933,0.0000,0.0000
5.0759,1.0000,5.1362,42.0000,5.0932,0.0000,0.0000
5.0762,1.0000,5.1344,47.0000,5.0930,0.0000,0.0000
5.0766,0.0000,5.1362,45.0000,5.0932,0.0000,0.0000
5.0765,1.0000,5.1338,48.0000,5.0936,0.0000,0.0000
5.0776,0.0000,5.1355,40.0000,5.0939,0.0000,0.0000
5.0761,2.0000,5.1359,36.0000,5.0928,0.0000,0.0000
5.0758,0.0000,5.1354,41.0000,5.0931,0.0000,0.0000
5.0759,1.0000,5.1364,45.0000,5.0928,0.0000,0.0000
5.0750,1.0000,5.1341,50.0000,5.0938,0.0000,0.0000
5.0757,1.0000,5.1340,43.0000,5.0936,0.0000,0.0000
5.0757,2.0000,5.1363,45.0000,5.0932,0.0000,0.0000
5.0758,1.0000,5.1372,43.0000,5.0923,0.0000,0.0000
5.0755,1.0000,5.1351,44.0000,5.0928,0.0000,0.0000
5.0761,0.0000,5.1347,43.0000,5.0939,0.0000,0.0000
5.0758,0.0000,5.1327,46.0000,5.0930,0.0000,0.0000
5.0754,0.0000,5.1355,41.0000,5.0922,0.0000,0.0000
5.0764,0.0000,5.1388,46.0000,5.0927,0.0000,0.0000
5.0765,1.0000,5.1373,38.0000,5.0940,0.0000,0.0000
5.0763,1.0000,5.1360,47.0000,5.0931,0.0000,0.0000
5.0761,0.0000,5.1358,44.0000,5.0928,0.0000,0.0000
5.0770,0.0000,5.1368,54.0000,5.0937,0.0000,0.0000
5.0754,0.0000,5.1371,49.0000,5.0929,0.0000,0.0000
5.0752,5.0000,5.1350,49.0000,5.0941,0.0000,0.0000
5.0755,1.0000,5.1345,47.0000,5.0927,0.0000,0.0000
5.0755,2.0000,5.1361,42.0000,5.0934,0.0000,0.0000
5.0756,0.0000,5.1353,45.0000,5.0946,0.0000,0.0000
5.0767,0.0000,5.1344,42.0000,5.0935,0.0000,0.0000
5.0758,2.0000,5.1359,42.0000,5.0929,0.0000,0.0000
5.0749,1.0000,5.1366,36.0000,5.0926,0.0000,0.0000
5.0761,0.0000,5.1381,44.0000,5.0935,0.0000,0.0000
5.0758,1.0000,5.1399,47.0000,5.0929,0.0000,0.0000
5.0771,0.0000,5.1377,26.0000,5.0927,0.0000,0.0000
5.0763,0.0000,5.1364,42.0000,5.0937,0.0000,0.0000
5.0758,1.0000,5.1366,45.0000,5.0939,0.0000,0.0000
5.0762,0.0000,5.1355,57.0000,5.0930,0.0000,0.0000
5.0754,2.0000,5.1354,38.0000,5.0933,0.0000,0.0000
5.0764,1.0000,5.1351,40.0000,5.0933,0.0000,0.0000
5.0761,0.0000,5.1337,39.0000,5.0928,0.0000,0.0000
5.0755,1.0000,5.1370,44.0000,5.0935,0.0000,0.0000
5.0769,1.0000,5.1367,32.0000,5.0935,0.0000,0.0000
5.0771,0.0000,5.1324,49.0000,5.0927,0.0000,0.0000
5.0763,0.0000,5.1375,37.0000,5.0929,0.0000,0.0000
5.0763,0.0000,5.1382,42.0000,5.0942,0.0000,0.0000
5.0751,2.0000,5.1400,48.0000,5.0951,0.0000,0.0000
5.0769,2.0000,5.1353,35.0000,5.0933,0.0000,0.0000
5.0759,1.0000,5.1338,57.0000,5.0932,0.0000,0.0000
5.0769,0.0000,5.1380,56.0000,5.0937,0.0000,0.0000
5.0763,3.0000,5.1354,44.0000,5.0926,0.0000,0.0000
5.0762,0.0000,5.1341,52.0000,5.0942,0.0000,0.0000
5.0763,0.0000,5.1354,38.0000,5.0923,0.0000,0.0000
5.0758,1.0000,5.1354,55.0000,5.0928,0.0000,0.0000
5.0768,0.0000,5.1371,45.0000,5.0946,0.0000,0.0000
5.0771,1.0000,5.1375,54.0000,5.0937,0.0000,0.0000
5.0757,0.0000,5.1359,33.0000,5.0942,0.0000,0.0000
5.0752,2.0000,5.1399,47.0000,5.0946,0.0000,0.0000
5.0763,0.0000,5.1404,38.0000,5.0934,0.0000,0.0000
5.0767,0.0000,5.1367,47.0000,5.0933,0.0000,0.0000
5.0758,0.0000,5.1375,47.0000,5.0935,0.0000,0.0000
5.0755,0.0000,5.1350,38.0000,5.0938,0.0000,0.0000
5.0757,0.0000,5.1390,45.0000,5.0929,0.0000,0.0000
5.0766,0.0000,5.1379,40.0000,5.0922,0.0000,0.0000
5.0765,1.0000,5.1361,45.0000,5.0938,0.0000,0.0000
5.0754,1.0000,5.1343,50.0000,5.0940,0.0000,0.0000
5.0775,0.0000,5.1340,44.0000,5.0923,0.0000,0.0000
5.0759,1.0000,5.1352,43.0000,5.0928,0.0000,0.0000
5.0764,2.0000,5.1360,47.0000,5.0940,0.0000,0.0000
5.0754,0.0000,5.1378,48.0000,5.0938,0.0000,0.0000
5.0741,1.0000,5.1343,41.0000,5.0939,0.0000,0.0000
5.0754,1.0000,5.1365,40.0000,5.0943,0.0000,0.0000
5.0757,0.0000,5.1364,46.0000,5.0934,0.0000,0.0000
5.0770,0.0000,5.1365,42.0000,5.0936,0.0000,0.0000
5.0768,0.0000,5.1401,36.0000,5.0934,0.0000,0.0000
5.0758,0.0000,5.1391,55.0000,5.0920,0.0000,0.0000
5.0758,0.0000,5.1364,32.0000,5.0926,0.0000,0.0000
5.0767,1.0000,5.1373,40.0000,5.0932,0.0000,0.0000
5.0759,0.0000,5.1375,44.0000,5.0939,0.0000,0.0000
5.0755,1.0000,5.1353,48.0000,5.0940,0.0000,0.0000
5.0762,1.0000,5.1368,53.0000,5.0932,0.0000,0.0000
5.0757,1.0000,5.1375,36.0000,5.0937,0.0000,0.0000
5.0766,0.0000,5.1359,52.0000,5.0933,0.0000,0.0000
5.0760,1.0000,5.1343,43.0000,5.0930,0.0000,0.0000
5.0768,0.0000,5.1374,42.0000,5.0936,0.0000,0.0000
5.0766,0.0000,5.1341,36.0000,5.0940,0.0000,0.0000
5.0758,3.0000,5.1344,47.0000,5.0925,0.0000,0.0000
5.0759,0.0000,5.1357,32.0000,5.0934,0.0000,0.0000
5.0759,2.0000,5.1368,52.0000,5.0938,0.0000,0.0000
5.0764,2.0000,5.1382,33.0000,5.0938,0.0000,0.0000
5.0755,0.0000,5.1347,43.0000,5.0929,0.0000,0.0000
5.0767,0.0000,5.1375,39.0000,5.0929,0.0000,0.0000
5.0755,2.0000,5.1373,37.0000,5.0937,0.0000,0.0000
5.0773,2.0000,5.1339,52.0000,5.0926,0.0000,0.0000
5.0767,1.0000,5.1350,51.0000,5.0931,0.0000,0.0000
5.0758,2.0000,5.1352,35.0000,5.0931,0.0000,0.0000
5.0760,0.0000,5.1328,42.0000,5.0924,0.0000,0.0000
5.0763,3.0000,5.1363,37.0000,5.0924,0.0000,0.0000
5.0769,2.0000,5.1335,50.0000,5.0936,0.0000,0.0000
5.0754,1.0000,5.1351,42.0000,5.0933,0.0000,0.0000
5.0762,1.0000,5.1355,51.0000,5.0929,0.0000,0.0000
5.0768,2.0000,5.1354,33.0000,5.0923,0.0000,0.0000
5.0765,0.0000,5.1391,42.0000,5.0931,0.0000,0.0000
5.0757,2.0000,5.1379,38.0000,5.0934,0.0000,0.0000
5.0765,3.0000,5.1358,45.0000,5.0928,0.0000,0.0000
5.0760,0.0000,5.1345,34.0000,5.0943,0.0000,0.0000
5.0765,0.0000,5.1342,48.0000,5.0943,0.0000,0.0000
5.0757,0.0000,5.1369,55.0000,5.0930,0.0000,0.0000
5.0765,0.0000,5.1352,49.0000,5.0937,0.0000,0.0000
5.0757,1.0000,5.1381,40.0000,5.0934,0.0000,0.0000
5.0755,1.0000,5.1345,43.0000,5.0926,0.0000,0.0000
5.0763,0.0000,5.1343,45.0000,5.0932,0.0000,0.0000
5.0756,0.0000,5.1361,55.0000,5.0934,0.0000,0.0000
5.0768,0.0000,5.1341,40.0000,5.0926,0.0000,0.0000
5.0767,1.0000,5.1343,52.0000,5.0927,0.0000,0.0000
5.0761,1.0000,5.1382,39.0000,5.0926,0.0000,0.0000
5.0756,1.0000,5.1384,50.0000,5.0938,0.0000,0.0000
5.0751,0.0000,5.1367,50.0000,5.0937,0.0000,0.0000
5.0768,1.0000,5.1363,49.0000,5.0929,0.0000,0.0000
5.0767,0.0000,5.1344,45.0000,5.0939,0.0000,0.0000
5.0764,1.0000,5.1363,44.0000,5.0930,0.0000,0.0000
5.0756,1.0000,5.1389,43.0000,5.0922,0.0000,0.0000
5.0745,0.0000,5.1353,35.0000,5.0934,0.0000,0.0000
5.0753,1.0000,5.1350,39.0000,5.0942,0.0000,0.0000
5.0764,0.0000,5.1368,43.0000,5.0933,0.0000,0.0000
5.0756,0.0000,5.1366,50.0000,5.0933,0.0000,0.0000
5.0761,1.0000,5.1391,42.0000,5.0937,0.0000,0.0000
5.0764,1.0000,5.1383,43.0000,5.0934,0.0000,0.0000
5.0758,0.0000,5.1365,55.0000,5.0933,0.0000,0.0000
5.0758,1.0000,5.1369,40.0000,5.0935,0.0000,0.0000
5.0774,2.0000,5.1359,46.0000,5.0938,0.0000,0.0000
5.0767,0.0000,5.1344,36.0000,5.0946,0.0000,0.0000
5.0766,0.0000,5.1348,52.0000,5.0950,0.0000,0.0000
5.0763,1.0000,5.1374,32.0000,5.0929,0.0000,0.0000
5.0746,0.0000,5.1367,47.0000,5.0936,0.0000,0.0000
5.0766,2.0000,5.1346,49.0000,5.0937,0.0000,0.0000
5.0778,2.0000,5.1356,40.0000,5.0929,0.0000,0.0000
5.0763,2.0000,5.1395,38.0000,5.0939,0.0000,0.0000
5.0769,1.0000,5.1354,52.0000,5.0942,0.0000,0.0000
5.0766,0.0000,5.1358,31.0000,5.0944,0.0000,0.0000
5.0758,0.0000,5.1358,40.0000,5.0944,0.0000,0.0000
5.0762,0.0000,5.1353,39.0000,5.0942,0.0000,0.0000
5.0761,0.0000,5.1339,41.0000,5.0936,0.0000,0.0000
5.0759,1.0000,5.1343,44.0000,5.0934,0.0000,0.0000
5.0773,2.0000,5.1375,47.0000,5.0946,0.0000,0.0000
5.0761,2.0000,5.1372,44.0000,5.0942,0.0000,0.0000
5.0765,1.0000,5.1349,49.0000,5.0928,0.0000,0.0000
5.0769,0.0000,5.1363,57.0000,5.0929,0.0000,0.0000
5.0757,2.0000,5.1350,41.0000,5.0931,0.0000,0.0000
5.0758,1.0000,5.1357,42.0000,5.0930,0.0000,0.0000
5.0755,0.0000,5.1343,40.0000,5.0931,0.0000,0.0000
5.0752,3.0000,5.1366,38.0000,5.0940,0.0000,0.0000
5.0774,1.0000,5.1370,53.0000,5.0940,0.0000,0.0000
5.0756,1.0000,5.1379,44.0000,5.0929,0.0000,0.0000
5.0755,0.0000,5.1369,46.0000,5.0922,0.0000,0.0000
5.0768,0.0000,5.1381,41.0000,5.0927,0.0000,0.0000
5.0762,0.0000,5.1402,43.0000,5.0925,0.0000,0.0000
5.0763,0.0000,5.1361,41.0000,5.0934,0.0000,0.0000
5.0757,2.0000,5.1362,55.0000,5.0932,0.0000,0.0000
5.0762,0.0000,5.1354,34.0000,5.0939,0.0000,0.0000
5.0757,0.0000,5.1349,55.0000,5.0940,0.0000,0.0000
5.0763,0.0000,5.1378,33.0000,5.0944,0.0000,0.0000
5.0770,1.0000,5.1375,41.0000,5.0928,0.0000,0.0000
5.0768,1.0000,5.1353,42.0000,5.0929,0.0000,0.0000
5.0766,0.0000,5.1341,44.0000,5.0936,0.0000,0.0000
5.0767,1.0000,5.1354,36.0000,5.0929,0.0000,0.0000
5.0759,0.0000,5.1367,36.0000,5.0933,0.0000,0.0000
5.0769,2.0000,5.1372,32.0000,5.0932,0.0000,0.0000
5.0753,2.0000,5.1355,49.0000,5.0927,0.0000,0.0000
5.0759,0.0000,5.1381,35.0000,5.0936,0.0000,0.0000
