RM1912000.031272
Normal   20/01/2019 00:02:11 20/01/2019 00:03:11 0110 113.5696 22.1657 -90.0 0.0 25.7 1006.6
0001201 0020 0001201 0000 07
1 0 1 16230 1 0800 7.50 00355.p 0 0 09 000 12 001201 0.100 BT0
1 1 1 16230 1 0800 7.50 00355.p 0 0 00 000 00 001201 3.9683 BC0
1 0 1 16230 1 0780 7.50 00355.s 2 0 09 000 12 001201 0.100 BT1
1 1 1 16230 1 0780 7.50 00355.s 2 0 00 000 00 001201 3.9683 BC1
1 0 2 16230 1 0850 7.50 00387.o 1 0 09 000 12 001201 0.100 BT2
1 1 2 16230 1 0850 7.50 00387.o 1 0 00 000 00 001201 3.9683 BC2
1 0 1 01200 1 0149 1.00 00355.p 1 0 00 000 00 000001 0.000001 PD0
00355.p_an (mV), 00355.p_ph (counts), 00355.s_an (mV), 00355.s_ph (counts), 00387.o_an (mV), 00387.o_ph (counts), PD_00355.p_an
5.0771,1.0000,5.1394,42.0000,5.0945,0.0000,0.0000
5.0756,2.0000,5.1370,46.0000,5.0940,0.0000,0.0000
5.0768,2.0000,5.1356,54.0000,5.0939,0.0000,0.0000
5.0765,2.0000,5.1368,50.0000,5.0937,0.0000,0.0000
5.0765,1.0000,5.1361,43.0000,5.0932,0.0000,0.0000
5.0758,0.0000,5.1350,34.0000,5.0945,0.0000,0.0000
5.0765,0.0000,5.1361,48.0000,5.0934,0.0000,0.0000
5.0767,3.0000,5.1369,49.0000,5.0933,0.0000,0.0000
5.0773,4.0000,5.1363,40.0000,5.0949,0.0000,0.0000
5.0757,0.0000,5.1366,46.0000,5.0943,0.0000,0.0000
5.0759,1.0000,5.1369,37.0000,5.0934,0.0000,0.0000
5.0767,1.0000,5.1379,38.0000,5.0933,0.0000,0.0000
5.0770,1.0000,5.1359,43.0000,5.0935,0.0000,0.0000
5.0761,0.0000,5.1355,41.0000,5.0919,0.0000,0.0000
5.0758,0.0000,5.1346,56.0000,5.0929,0.0000,0.0000
5.0757,1.0000,5.1364,36.0000,5.0940,0.0000,0.0000
5.0778,1.0000,5.1378,38.0000,5.0937,0.0000,0.0000
5.0768,2.0000,5.1343,47.0000,5.0938,0.0000,0.0000
5.0757,0.0000,5.1377,38.0000,5.0930,0.0000,0.0000
5.0751,0.0000,5.1338,52.0000,5.0934,0.0000,0.0000
5.0769,1.0000,5.1338,42.0000,5.0930,0.0000,0.0000
5.0766,1.0000,5.1356,48.0000,5.0931,0.0000,0.0000
5.0763,0.0000,5.1360,35.0000,5.0928,0.0000,0.0000
5.0765,2.0000,5.1388,47.0000,5.0931,0.0000,0.0000
5.0758,2.0000,5.1352,37.0000,5.0938,0.0000,0.0000
5.0764,1.0000,5.1350,43.0000,5.0942,0.0000,0.0000
5.0757,2.0000,5.1367,37.0000,5.0934,0.0000,0.0000
5.0757,0.0000,5.1342,35.0000,5.0932,0.0000,0.0000
5.0763,1.0000,5.1383,29.0000,5.0942,0.0000,0.0000
5.0765,2.0000,5.1386,46.0000,5.0938,0.0000,0.0000
5.0765,1.0000,5.1372,44.0000,5.0931,0.0000,0.0000
5.0761,1.0000,5.1339,46.0000,5.0933,0.0000,0.0000
5.0761,1.0000,5.1348,38.0000,5.0939,0.0000,0.0000
5.0758,1.0000,5.1353,43.0000,5.0936,0.0000,0.0000
5.0755,1.0000,5.1347,45.0000,5.0935,0.0000,0.0000
5.0766,1.0000,5.1331,44.0000,5.0939,0.0000,0.0000
5.0761,0.0000,5.1326,40.0000,5.0930,0.0000,0.0000
5.0761,0.0000,5.1317,41.0000,5.0936,0.0000,0.0000
5.0775,0.0000,5.1364,44.0000,5.0937,0.0000,0.0000
5.0765,0.0000,5.1372,42.0000,5.0940,0.0000,0.0000
5.0765,1.0000,5.1366,35.0000,5.0921,0.0000,0.0000
5.0747,0.0000,5.1330,47.0000,5.0933,0.0000,0.0000
5.0768,0.0000,5.1362,40.0000,5.0941,0.0000,0.0000
5.0758,0.0000,5.1352,49.0000,5.0946,0.0000,0.0000
5.0757,1.0000,5.1336,48.0000,5.0935,0.0000,0.0000
5.0761,1.0000,5.1363,36.0000,5.0933,0.0000,0.0000
5.0758,1.0000,5.1342,53.0000,5.0926,0.0000,0.0000
5.0757,0.0000,5.1345,36.0000,5.0925,0.0000,0.0000
5.0751,1.0000,5.1344,36.0000,5.0934,0.0000,0.0000
5.0754,3.0000,5.1347,50.0000,5.0938,0.0000,0.0000
5.0753,1.0000,5.1374,47.0000,5.0947,0.0000,0.0000
5.0761,1.0000,5.1366,44.0000,5.0933,0.0000,0.0000
5.0758,0.0000,5.1372,60.0000,5.0936,0.0000,0.0000
5.0749,0.0000,5.1349,44.0000,5.0939,0.0000,0.0000
5.0756,1.0000,5.1347,36.0000,5.0927,0.0000,0.0000
5.0766,2.0000,5.1384,46.0000,5.0934,0.0000,0.0000
5.0764,2.0000,5.1331,41.0000,5.0927,0.0000,0.0000
5.0751,2.0000,5.1349,33.0000,5.0931,0.0000,0.0000
5.0764,0.0000,5.1382,35.0000,5.0926,0.0000,0.0000
5.0768,0.0000,5.1366,34.0000,5.0932,0.0000,0.0000
5.0751,0.0000,5.1357,39.0000,5.0934,0.0000,0.0000
5.0754,0.0000,5.1390,37.0000,5.0935,0.0000,0.0000
5.0755,0.0000,5.1385,42.0000,5.0932,0.0000,0.0000
5.0751,1.0000,5.1343,37.0000,5.0946,0.0000,0.0000
5.0763,0.0000,5.1364,39.0000,5.0930,0.0000,0.0000
5.0767,0.0000,5.1379,45.0000,5.0938,0.0000,0.0000
5.0751,1.0000,5.1341,55.0000,5.0947,0.0000,0.0000
5.0757,2.0000,5.1350,31.0000,5.0929,0.0000,0.0000
5.0762,0.0000,5.1338,51.0000,5.0923,0.0000,0.0000
5.0765,1.0000,5.1349,50.0000,5.0937,0.0000,0.0000
5.0754,1.0000,5.1363,29.0000,5.0932,0.0000,0.0000
5.0764,1.0000,5.1367,44.0000,5.0939,0.0000,0.0000
5.0763,0.0000,5.1349,44.0000,5.0932,0.0000,0.0000
5.0765,0.0000,5.1341,37.0000,5.0937,0.0000,0.0000
5.0757,0.0000,5.1360,57.0000,5.0937,0.0000,0.0000
5.0753,1.0000,5.1371,38.0000,5.0934,0.0000,0.0000
5.0764,0.0000,5.1339,42.0000,5.0927,0.0000,0.0000
5.0764,0.0000,5.1378,49.0000,5.0946,0.0000,0.0000
5.0761,2.0000,5.1360,39.0000,5.0930,0.0000,0.0000
5.0766,2.0000,5.1314,48.0000,5.0936,0.0000,0.0000
5.0766,1.0000,5.1370,39.0000,5.0933,0.0000,0.0000
5.0749,1.0000,5.1342,44.0000,5.0936,0.0000,0.0000
5.0754,0.0000,5.1352,46.0000,5.0937,0.0000,0.0000
5.0754,1.0000,5.1388,38.0000,5.0931,0.0000,0.0000
5.0755,0.0000,5.1380,28.0000,5.0929,0.0000,0.0000
5.0750,2.0000,5.1360,44.0000,5.0938,0.0000,0.0000
5.0753,1.0000,5.1366,42.0000,5.0941,0.0000,0.0000
5.0754,2.0000,5.1339,45.0000,5.0930,0.0000,0.0000
5.0769,2.0000,5.1362,43.0000,5.0929,0.0000,0.0000
5.0759,1.0000,5.1356,35.0000,5.0929,0.0000,0.0000
5.0756,0.0000,5.1354,45.0000,5.0935,0.0000,0.0000
5.0757,0.0000,5.1370,47.0000,5.0929,0.0000,0.0000
5.0758,1.0000,5.1340,43.0000,5.0936,0.0000,0.0000
5.0768,2.0000,5.1324,50.0000,5.0938,0.0000,0.0000
5.0770,0.0000,5.1363,34.0000,5.0932,0.0000,0.0000
5.0744,0.0000,5.1368,35.0000,5.0929,0.0000,0.0000
5.0757,4.0000,5.1358,31.0000,5.0937,0.0000,0.0000
5.0760,0.0000,5.1344,47.0000,5.0947,0.0000,0.0000
5.0765,0.0000,5.1351,37.0000,5.0936,0.0000,0.0000
5.0769,0.0000,5.1367,47.0000,5.0926,0.0000,0.0000
5.0755,1.0000,5.1384,40.0000,5.0930,0.0000,0.0000
5.0763,1.0000,5.1364,46.0000,5.0935,0.0000,0.0000
5.0773,0.0000,5.1374,43.0000,5.0928,0.0000,0.0000
5.0755,0.0000,5.1354,43.0000,5.0938,0.0000,0.0000
5.0751,0.0000,5.1318,49.0000,5.0933,0.0000,0.0000
5.0772,1.0000,5.1343,46.0000,5.0925,0.0000,0.0000
5.0756,2.0000,5.1355,36.0000,5.0945,0.0000,0.0000
5.0762,2.0000,5.1347,34.0000,5.0950,0.0000,0.0000
5.0770,1.0000,5.1367,42.0000,5.0940,0.0000,0.0000
5.0763,0.0000,5.1364,40.0000,5.0926,0.0000,0.0000
5.0756,1.0000,5.1354,33.0000,5.0934,0.0000,0.0000
5.0759,2.0000,5.1358,47.0000,5.0937,0.0000,0.0000
5.0747,2.0000,5.1362,50.0000,5.0942,0.0000,0.0000
5.0759,0.0000,5.1399,34.0000,5.0933,0.0000,0.0000
5.0774,1.0000,5.1341,48.0000,5.0931,0.0000,0.0000
5.0774,0.0000,5.1351,44.0000,5.0946,0.0000,0.0000
5.0770,1.0000,5.1341,41.0000,5.0930,0.0000,0.0000
5.0757,0.0000,5.1355,38.0000,5.0944,0.0000,0.0000
5.0771,2.0000,5.1338,49.0000,5.0940,0.0000,0.0000
5.0757,0.0000,5.1331,47.0000,5.0931,0.0000,0.0000
5.0780,1.0000,5.1378,51.0000,5.0926,0.0000,0.0000
5.0755,0.0000,5.1360,38.0000,5.0934,0.0000,0.0000
5.0749,1.0000,5.1344,43.0000,5.0934,0.0000,0.0000
5.0760,1.0000,5.1372,31.0000,5.0941,0.0000,0.0000
5.0756,0.0000,5.1346,39.0000,5.0938,0.0000,0.0000
5.0769,1.0000,5.1347,43.0000,5.0939,0.0000,0.0000
5.0769,0.0000,5.1372,49.0000,5.0931,0.0000,0.0000
5.0752,1.0000,5.1385,38.0000,5.0933,0.0000,0.0000
5.0759,0.0000,5.1370,46.0000,5.0932,0.0000,0.0000
5.0766,0.0000,5.1372,44.0000,5.0935,0.0000,0.0000
5.0759,0.0000,5.1360,39.0000,5.0943,0.0000,0.0000
5.0757,1.0000,5.1370,47.0000,5.0937,0.0000,0.0000
5.0756,2.0000,5.1340,53.0000,5.0935,0.0000,0.0000
5.0758,1.0000,5.1339,45.0000,5.0934,0.0000,0.0000
5.0768,1.0000,5.1379,40.0000,5.0933,0.0000,0.0000
5.0760,0.0000,5.1375,51.0000,5.0924,0.0000,0.0000
5.0759,1.0000,5.1353,44.0000,5.0936,0.0000,0.0000
5.0762,0.0000,5.1364,25.0000,5.0937,0.0000,0.0000
5.0756,0.0000,5.1367,40.0000,5.0935,0.0000,0.0000
5.0747,2.0000,5.1348,45.0000,5.0939,0.0000,0.0000
5.0757,0.0000,5.1379,42.0000,5.0937,0.0000,0.0000
5.0763,1.0000,5.1354,53.0000,5.0934,0.0000,0.0000
5.0766,2.0000,5.1362,54.0000,5.0932,0.0000,0.0000
5.0766,0.0000,5.1363,47.0000,5.0934,0.0000,0.0000
5.0757,1.0000,5.1376,53.0000,5.0933,0.0000,0.0000
5.0763,0.0000,5.1366,45.0000,5.0939,0.0000,0.0000
5.0763,1.0000,5.1329,40.0000,5.0937,0.0000,0.0000
5.0752,1.0000,5.1343,42.0000,5.0935,0.0000,0.0000
5.0750,1.0000,5.1363,41.0000,5.0942,0.0000,0.0000
5.0753,1.0000,5.1360,49.0000,5.0932,0.0000,0.0000
5.0758,2.0000,5.1388,44.0000,5.0923,0.0000,0.0000
5.0762,2.0000,5.1387,41.0000,5.0923,0.0000,0.0000
5.0760,0.0000,5.1364,51.0000,5.0933,0.0000,0.0000
5.0757,1.0000,5.1377,55.0000,5.0926,0.0000,0.0000
5.0749,3.0000,5.1359,47.0000,5.0934,0.0000,0.0000
5.0759,0.0000,5.1360,47.0000,5.0927,0.0000,0.0000
5.0757,0.0000,5.1366,49.0000,5.0926,0.0000,0.0000
5.0757,0.0000,5.1350,46.0000,5.0934,0.0000,0.0000
5.0760,1.0000,5.1376,35.0000,5.0937,0.0000,0.0000
5.0773,3.0000,5.1367,37.0000,5.0939,0.0000,0.0000
5.0764,0.0000,5.1357,55.0000,5.0931,0.0000,0.0000
5.0761,1.0000,5.1390,67.0000,5.0946,0.0000,0.0000
5.0762,2.0000,5.1382,33.0000,5.0948,0.0000,0.0000
5.0767,1.0000,5.1358,44.0000,5.0940,0.0000,0.0000
5.0770,1.0000,5.1382,38.0000,5.0934,0.0000,0.0000
5.0751,2.0000,5.1367,49.0000,5.0940,0.0000,0.0000
5.0761,1.0000,5.1365,40.0000,5.0941,0.0000,0.0000
5.0766,0.0000,5.1345,28.0000,5.0939,0.0000,0.0000
5.0763,1.0000,5.1337,38.0000,5.0938,0.0000,0.0000
5.0766,1.0000,5.1399,39.0000,5.0940,0.0000,0.0000
5.0768,4.0000,5.1391,47.0000,5.0926,0.0000,0.0000
5.0767,0.0000,5.1341,50.0000,5.0936,0.0000,0.0000
5.0768,0.0000,5.1362,45.0000,5.0940,0.0000,0.0000
5.0757,0.0000,5.1374,45.0000,5.0933,0.0000,0.0000
5.0765,0.0000,5.1374,55.0000,5.0929,0.0000,0.0000
5.0757,1.0000,5.1339,52.0000,5.0939,0.0000,0.0000
5.0762,0.0000,5.1328,38.0000,5.0941,0.0000,0.0000
5.0767,0.0000,5.1331,43.0000,5.0935,0.0000,0.0000
5.0763,0.0000,5.1350,53.0000,5.0912,0.0000,0.0000
5.0773,2.0000,5.1360,40.0000,5.0931,0.0000,0.0000
5.0752,1.0000,5.1371,40.0000,5.0942,0.0000,0.0000
5.0755,1.0000,5.1367,47.0000,5.0926,0.0000,0.0000
5.0757,0.0000,5.1358,32.0000,5.0929,0.0000,0.0000
5.0740,0.0000,5.1359,48.0000,5.0945,0.0000,0.0000
5.0759,2.0000,5.1375,33.0000,5.0932,0.0000,0.0000
5.0765,1.0000,5.1354,36.0000,5.0938,0.0000,0.0000
5.0759,1.0000,5.1357,52.0000,5.0937,0.0000,0.0000
5.0758,1.0000,5.1379,41.0000,5.0929,0.0000,0.0000
5.0766,0.0000,5.1345,38.0000,5.0938,0.0000,0.0000
5.0756,2.0000,5.1353,40.0000,5.0942,0.0000,0.0000
5.0761,1.0000,5.1348,43.0000,5.0942,0.0000,0.0000
5.0757,1.0000,5.1340,33.0000,5.0929,0.0000,0.0000
5.0753,0.0000,5.1363,41.0000,5.0915,0.0000,0.0000
5.0765,0.0000,5.1336,45.0000,5.0945,0.0000,0.0000
5.0762,0.0000,5.1336,40.0000,5.0942,0.0000,0.0000
5.0746,0.0000,5.1357,34.0000,5.0925,0.0000,0.0000
5.0759,1.0000,5.1347,38.0000,5.0931,0.0000,0.0000
5.0754,0.0000,5.1357,50.0000,5.0938,0.0000,0.0000
5.0778,1.0000,5.1351,35.0000,5.0941,0.0000,0.0000
5.0762,2.0000,5.1347,42.0000,5.0940,0.0000,0.0000
5.0754,0.0000,5.1352,46.0000,5.0937,0.0000,0.0000
5.0754,1.0000,5.1351,43.0000,5.0939,0.0000,0.0000
5.0756,0.0000,5.1352,43.0000,5.0933,0.0000,0.0000
5.0763,0.0000,5.1339,41.0000,5.0930,0.0000,0.0000
5.0756,1.0000,5.1331,40.0000,5.0943,0.0000,0.0000
5.0765,3.0000,5.1384,47.0000,5.0926,0.0000,0.0000
5.0766,1.0000,5.1387,45.0000,5.0929,0.0000,0.0000
5.0757,0.0000,5.1332,47.0000,5.0935,0.0000,0.0000
5.0766,0.0000,5.1364,49.0000,5.0929,0.0000,0.0000
5.0762,1.0000,5.1353,42.0000,5.0933,0.0000,0.0000
5.0769,3.0000,5.1350,46.0000,5.0934,0.0000,0.0000
5.0763,0.0000,5.1352,34.0000,5.0934,0.0000,0.0000
5.0765,2.0000,5.1371,31.0000,5.0925,0.0000,0.0000
5.0768,1.0000,5.1357,50.0000,5.0942,0.0000,0.0000
5.0762,1.0000,5.1375,45.0000,5.0944,0.0000,0.0000
5.0779,2.0000,5.1361,33.0000,5.0931,0.0000,0.0000
5.0757,2.0000,5.1341,43.0000,5.0934,0.0000,0.0000
5.0766,1.0000,5.1352,38.0000,5.0939,0.0000,0.0000
5.0773,2.0000,5.1367,50.0000,5.0934,0.0000,0.0000
5.0764,0.0000,5.1362,30.0000,5.0926,0.0000,0.0000
5.0751,0.0000,5.1328,33.0000,5.0932,0.0000,0.0000
5.0768,1.0000,5.1335,52.0000,5.0942,0.0000,0.0000
5.0764,0.0000,5.1370,50.0000,5.0931,0.0000,0.0000
5.0750,1.0000,5.1340,37.0000,5.0938,0.0000,0.0000
5.0768,1.0000,5.1338,39.0000,5.0933,0.0000,0.0000
5.0770,1.0000,5.1363,38.0000,5.0932,0.0000,0.0000
5.0757,0.0000,5.1353,39.0000,5.0930,0.0000,0.0000
5.0762,0.0000,5.1368,43.0000,5.0930,0.0000,0.0000
5.0754,2.0000,5.1322,39.0000,5.0932,0.0000,0.0000
5.0764,0.0000,5.1348,41.0000,5.0939,0.0000,0.0000
5.0765,1.0000,5.1360,47.0000,5.0938,0.0000,0.0000
5.0754,0.0000,5.1382,50.0000,5.0930,0.0000,0.0000
5.0754,1.0000,5.1366,34.0000,5.0929,0.0000,0.0000
5.0754,2.0000,5.1338,41.0000,5.0930,0.0000,0.0000
5.0751,1.0000,5.1350,42.0000,5.0947,0.0000,0.0000
5.0756,1.0000,5.1351,49.0000,5.0936,0.0000,0.0000
5.0758,0.0000,5.1351,39.0000,5.0926,0.0000,0.0000
5.0753,1.0000,5.1342,37.0000,5.0932,0.0000,0.0000
5.0752,1.0000,5.1363,39.0000,5.0936,0.0000,0.0000
5.0756,1.0000,5.1377,47.0000,5.0939,0.0000,0.0000
5.0759,0.0000,5.1371,34.0000,5.0929,0.0000,0.0000
5.0765,0.0000,5.1359,41.0000,5.0938,0.0000,0.0000
5.0760,0.0000,5.1347,48.0000,5.0935,0.0000,0.0000
5.0751,1.0000,5.1361,43.0000,5.0922,0.0000,0.0000
5.0756,0.0000,5.1379,51.0000,5.0937,0.0000,0.0000
5.0755,3.0000,5.1340,38.0000,5.0930,0.0000,0.0000
5.0758,0.0000,5.1345,41.0000,5.0936,0.0000,0.0000
5.0761,1.0000,5.1357,33.0000,5.0940,0.0000,0.0000
5.0766,1.0000,5.1367,41.0000,5.0944,0.0000,0.0000
5.0753,1.0000,5.1329,43.0000,5.0936,0.0000,0.0000
5.0759,0.0000,5.1337,42.0000,5.0934,0.0000,0.0000
5.0745,0.0000,5.1360,48.0000,5.0930,0.0000,0.0000
5.0757,2.0000,5.1374,48.0000,5.0926,0.0000,0.0000
5.0768,3.0000,5.1379,54.0000,5.0928,0.0000,0.0000
5.0767,1.0000,5.1344,32.0000,5.0925,0.0000,0.0000
5.0757,2.0000,5.1356,43.0000,5.0937,0.0000,0.0000
5.0763,0.0000,5.1349,51.0000,5.0937,0.0000,0.0000
5.0767,1.0000,5.1348,43.0000,5.0938,0.0000,0.0000
5.0756,2.0000,5.1348,32.0000,5.0937,0.0000,0.0000
5.0748,1.0000,5.1354,37.0000,5.0933,0.0000,0.0000
5.0759,2.0000,5.1361,37.0000,5.0932,0.0000,0.0000
5.0768,2.0000,5.1382,47.0000,5.0936,0.0000,0.0000
5.0761,2.0000,5.1375,41.0000,5.0929,0.0000,0.0000
5.0764,2.0000,5.1329,40.0000,5.0933,0.0000,0.0000
5.0764,0.0000,5.1363,47.0000,5.0946,0.0000,0.0000
5.0766,1.0000,5.1401,46.0000,5.0936,0.0000,0.0000
5.0759,0.0000,5.1377,53.0000,5.0927,0.0000,0.0000
5.0755,0.0000,5.1328,50.0000,5.0928,0.0000,0.0000
5.0752,2.0000,5.1338,48.0000,5.0924,0.0000,0.0000
5.0750,0.0000,5.1349,44.0000,5.0929,0.0000,0.0000
5.0765,1.0000,5.1347,31.0000,5.0939,0.0000,0.0000
5.0770,0.0000,5.1367,47.0000,5.0937,0.0000,0.0000
5.0770,1.0000,5.1347,34.0000,5.0946,0.0000,0.0000
5.0768,0.0000,5.1360,42.0000,5.0942,0.0000,0.0000
5.0758,1.0000,5.1394,33.0000,5.0935,0.0000,0.0000
5.0752,2.0000,5.1395,35.0000,5.0933,0.0000,0.0000
5.0765,2.0000,5.1382,54.0000,5.0945,0.0000,0.0000
5.0756,0.0000,5.1365,33.0000,5.0942,0.0000,0.0000
5.0765,1.0000,5.1343,47.0000,5.0941,0.0000,0.0000
5.0767,0.0000,5.1341,39.0000,5.0937,0.0000,0.0000
5.0764,0.0000,5.1378,39.0000,5.0934,0.0000,0.0000
5.0766,1.0000,5.1335,44.0000,5.0929,0.0000,0.0000
5.0761,3.0000,5.1348,34.0000,5.0941,0.0000,0.0000
5.0755,0.0000,5.1340,31.0000,5.0927,0.0000,0.0000
5.0756,1.0000,5.1349,50.0000,5.0927,0.0000,0.0000
5.0762,1.0000,5.1382,51.0000,5.0925,0.0000,0.0000
5.0767,0.0000,5.1348,31.0000,5.0933,0.0000,0.0000
5.0757,0.0000,5.1357,42.0000,5.0949,0.0000,0.0000
5.0754,4.0000,5.1346,39.0000,5.0934,0.0000,0.0000
5.0766,0.0000,5.1349,45.0000,5.0936,0.0000,0.0000
5.0755,3.0000,5.1362,46.0000,5.0946,0.0000,0.0000
5.0768,0.0000,5.1347,34.0000,5.0936,0.0000,0.0000
5.0766,1.0000,5.1339,43.0000,5.0931,0.0000,0.0000
5.0775,2.0000,5.1387,38.0000,5.0927,0.0000,0.0000
5.0765,1.0000,5.1378,39.0000,5.0933,0.0000,0.0000
5.0756,0.0000,5.1337,45.0000,5.0952,0.0000,0.0000
5.0766,0.0000,5.1355,40.0000,5.0944,0.0000,0.0000
5.0767,0.0000,5.1352,48.0000,5.0934,0.0000,0.0000
5.0759,1.0000,5.1372,50.0000,5.0944,0.0000,0.0000
5.0762,0.0000,5.1370,48.0000,5.0949,0.0000,0.0000
5.0764,0.0000,5.1341,41.0000,5.0948,0.0000,0.0000
5.0761,0.0000,5.1362,36.0000,5.0936,0.0000,0.0000
5.0785,0.0000,5.1355,39.0000,5.0939,0.0000,0.0000
5.0767,1.0000,5.1351,49.0000,5.0936,0.0000,0.0000
5.0761,2.0000,5.1362,51.0000,5.0929,0.0000,0.0000
5.0771,0.0000,5.1348,43.0000,5.0931,0.0000,0.0000
5.0756,2.0000,5.1347,42.0000,5.0949,0.0000,0.0000
5.0758,0.0000,5.1377,40.0000,5.0943,0.0000,0.0000
5.0764,1.0000,5.1369,44.0000,5.0933,0.0000,0.0000
5.0759,1.0000,5.1357,52.0000,5.0938,0.0000,0.0000
5.0764,2.0000,5.1344,40.0000,5.0938,0.0000,0.0000
5.0753,0.0000,5.1339,34.0000,5.0933,0.0000,0.0000
5.0756,0.0000,5.1389,38.0000,5.0939,0.0000,0.0000
5.0763,2.0000,5.1374,38.0000,5.0929,0.0000,0.0000
5.0765,1.0000,5.1344,44.0000,5.0926,0.0000,0.0000
5.0762,0.0000,5.1341,42.0000,5.0926,0.0000,0.0000
5.0756,0.0000,5.1353,40.0000,5.0936,0.0000,0.0000
5.0753,1.0000,5.1398,47.0000,5.0941,0.0000,0.0000
5.0756,1.0000,5.1386,51.0000,5.0944,0.0000,0.0000
5.0756,1.0000,5.1357,39.0000,5.0922,0.0000,0.0000
5.0754,1.0000,5.1356,46.0000,5.0933,0.0000,0.0000
5.0745,2.0000,5.1349,41.0000,5.0928,0.0000,0.0000
5.0759,2.0000,5.1350,51.0000,5.0932,0.0000,0.0000
5.0760,3.0000,5.1358,52.0000,5.0937,0.0000,0.0000
5.0764,0.0000,5.1368,48.0000,5.0930,0.0000,0.0000
5.0775,1.0000,5.1354,54.0000,5.0940,0.0000,0.0000
5.0758,1.0000,5.1389,49.0000,5.0934,0.0000,0.0000
5.0766,2.0000,5.1372,36.0000,5.0920,0.0000,0.0000
5.0770,0.0000,5.1343,41.0000,5.0939,0.0000,0.0000
5.0762,0.0000,5.1369,47.0000,5.0944,0.0000,0.0000
5.0764,0.0000,5.1364,52.0000,5.0940,0.0000,0.0000
5.0760,0.0000,5.1386,38.0000,5.0936,0.0000,0.0000
5.0765,1.0000,5.1393,52.0000,5.0930,0.0000,0.0000
5.0769,1.0000,5.1372,40.0000,5.0924,0.0000,0.0000
5.0764,2.0000,5.1373,38.0000,5.0933,0.0000,0.0000
5.0755,2.0000,5.1372,41.0000,5.0930,0.0000,0.0000
5.0764,2.0000,5.1334,48.0000,5.0936,0.0000,0.0000
5.0759,1.0000,5.1349,46.0000,5.0937,0.0000,0.0000
5.0746,0.0000,5.1378,39.0000,5.0927,0.0000,0.0000
5.0750,1.0000,5.1379,37.0000,5.0938,0.0000,0.0000
5.0758,0.0000,5.1358,42.0000,5.0928,0.0000,0.0000
5.0770,0.0000,5.1365,45.0000,5.0933,0.0000,0.0000
5.0770,0.0000,5.1345,45.0000,5.0933,0.0000,0.0000
5.0756,0.0000,5.1332,48.0000,5.0927,0.0000,0.0000
5.0770,0.0000,5.1348,46.0000,5.0933,0.0000,0.0000
5.0765,1.0000,5.1374,53.0000,5.0946,0.0000,0.0000
5.0760,1.0000,5.1369,51.0000,5.0938,0.0000,0.0000
5.0763,0.0000,5.1355,30.0000,5.0940,0.0000,0.0000
5.0765,2.0000,5.1345,34.0000,5.0921,0.0000,0.0000
5.0756,1.0000,5.1362,43.0000,5.0924,0.0000,0.0000
5.0761,1.0000,5.1360,41.0000,5.0927,0.0000,0.0000
5.0760,2.0000,5.1363,51.0000,5.0922,0.0000,0.0000
5.0763,1.0000,5.1378,48.0000,5.0935,0.0000,0.0000
5.0756,1.0000,5.1367,44.0000,5.0935,0.0000,0.0000
5.0771,0.0000,5.1365,38.0000,5.0926,0.0000,0.0000
5.0760,0.0000,5.1378,47.0000,5.0928,0.0000,0.0000
5.0753,0.0000,5.1325,38.0000,5.0942,0.0000,0.0000
5.0760,0.0000,5.1334,40.0000,5.0945,0.0000,0.0000
5.0764,1.0000,5.1335,38.0000,5.0939,0.0000,0.0000
5.0765,0.0000,5.1364,41.0000,5.0934,0.0000,0.0000
5.0765,0.0000,5.1378,42.0000,5.0944,0.0000,0.0000
5.0755,0.0000,5.1375,46.0000,5.0928,0.0000,0.0000
5.0758,1.0000,5.1353,41.0000,5.0939,0.0000,0.0000
5.0761,2.0000,5.1357,43.0000,5.0943,0.0000,0.0000
5.0770,1.0000,5.1367,39.0000,5.0935,0.0000,0.0000
5.0758,0.0000,5.1357,36.0000,5.0946,0.0000,0.0000
5.0765,1.0000,5.1374,37.0000,5.0937,0.0000,0.0000
5.0751,2.0000,5.1339,59.0000,5.0937,0.0000,0.0000
5.0748,0.0000,5.1333,47.0000,5.0938,0.0000,0.0000
5.0773,0.0000,5.1379,42.0000,5.0929,0.0000,0.0000
5.0771,0.0000,5.1384,47.0000,5.0939,0.0000,0.0000
5.0757,2.0000,5.1360,49.0000,5.0930,0.0000,0.0000
5.0758,0.0000,5.1354,48.0000,5.0931,0.0000,0.0000
5.0753,0.0000,5.1328,44.0000,5.0931,0.0000,0.0000
5.0759,0.0000,5.1353,39.0000,5.0935,0.0000,0.0000
5.0763,0.0000,5.1368,40.0000,5.0936,0.0000,0.0000
5.0762,1.0000,5.1378,47.0000,5.0936,0.0000,0.0000
5.0762,1.0000,5.1376,48.0000,5.0935,0.0000,0.0000
5.0756,1.0000,5.1356,44.0000,5.0938,0.0000,0.0000
5.0770,2.0000,5.1364,43.0000,5.0942,0.0000,0.0000
5.0766,0.0000,5.1381,42.0000,5.0931,0.0000,0.0000
5.0763,0.0000,5.1376,45.0000,5.0936,0.0000,0.0000
5.0754,0.0000,5.1350,39.0000,5.0945,0.0000,0.0000
5.0765,0.0000,5.1350,47.0000,5.0942,0.0000,0.0000
5.0765,2.0000,5.1354,39.0000,5.0939,0.0000,0.0000
5.0766,0.0000,5.1354,45.0000,5.0932,0.0000,0.0000
