RM1912000.021110,,,,,,
Normal   20/01/2019 00:01:10 20/01/2019 00:02:11 0110 113.5696 22.1657 -90.0 0.0 25.7 1006.6,,,,,,
0001201 0020 0001201 0000 07,,,,,,
1 0 1 16230 1 0800 7.50 00355.p 0 0 09 000 12 001201 0.100 BT0,,,,,,
1 1 1 16230 1 0800 7.50 00355.p 0 0 00 000 00 001201 3.9683 BC0,,,,,,
1 0 1 16230 1 0780 7.50 00355.s 2 0 09 000 12 001201 0.100 BT1,,,,,,
1 1 1 16230 1 0780 7.50 00355.s 2 0 00 000 00 001201 3.9683 BC1,,,,,,
1 0 2 16230 1 0850 7.50 00387.o 1 0 09 000 12 001201 0.100 BT2,,,,,,
1 1 2 16230 1 0850 7.50 00387.o 1 0 00 000 00 001201 3.9683 BC2,,,,,,
1 0 1 01201 1 0149 1.00 00355.p 1 0 00 000 00 000001 0.000001 PD0,,,,,,
00355.p_an (mV), 00355.p_ph (counts), 00355.s_an (mV), 00355.s_ph (counts), 00387.o_an (mV), 00387.o_ph (counts), PD_00355.p_an
5.0746,0,5.1411,45,5.0933,0,0
5.0748,2,5.1366,38,5.0937,0,0
5.075,2,5.1328,45,5.0943,0,0
5.0758,0,5.1331,41,5.0926,0,0
5.0746,0,5.133,41,5.0921,0,0
5.0751,0,5.1347,28,5.0932,0,0
5.0762,4,5.1354,44,5.0938,0,0
5.0745,3,5.135,40,5.0934,0,0
5.0751,1,5.1353,38,5.0931,0,0
5.0752,1,5.1359,33,5.0934,0,0
5.0756,0,5.1362,55,5.093,0,0
5.0757,1,5.1344,42,5.0932,0,0
5.0757,0,5.1348,30,5.0924,0,0
5.0754,1,5.1344,41,5.0924,0,0
5.0744,2,5.1317,53,5.0921,0,0
5.0761,2,5.1337,33,5.0926,0,0
5.0756,2,5.1352,35,5.0926,0,0
5.0747,1,5.1347,51,5.0926,0,0
5.0757,2,5.1362,48,5.0922,0,0
5.0751,0,5.1402,53,5.0927,0,0
5.0756,1,5.1349,45,5.0932,0,0
5.0738,0,5.1326,37,5.0925,0,0
5.0747,0,5.137,39,5.0933,0,0
5.0764,0,5.1369,45,5.0939,0,0
5.0756,0,5.1347,34,5.0934,0,0
5.075,2,5.1332,31,5.093,0,0
5.0756,0,5.1372,46,5.0939,0,0
5.0757,0,5.1379,35,5.0944,0,0
5.0752,3,5.1375,44,5.0925,0,0
5.0756,0,5.1367,43,5.0929,0,0
5.075,1,5.1331,44,5.0933,0,0
5.0746,1,5.1347,47,5.0938,0,0
5.0747,0,5.1353,43,5.093,0,0
5.0747,1,5.1356,40,5.0928,0,0
5.0753,1,5.1346,39,5.0924,0,0
5.0751,0,5.1347,42,5.0923,0,0
5.0754,0,5.135,39,5.0942,0,0
5.0756,1,5.1368,38,5.093,0,0
5.0743,0,5.1357,44,5.0931,0,0
5.0755,2,5.1374,42,5.0936,0,0
5.0752,0,5.1357,43,5.0933,0,0
5.0754,0,5.1342,28,5.0921,0,0
5.0745,1,5.1355,52,5.0927,0,0
5.0766,0,5.1334,51,5.0937,0,0
5.0757,0,5.1343,38,5.0924,0,0
5.0747,2,5.1372,45,5.0932,0,0
5.0754,2,5.1348,36,5.0933,0,0
5.0752,0,5.1359,40,5.0928,0,0
5.0749,1,5.1366,32,5.0927,0,0
5.0754,0,5.1353,35,5.093,0,0
5.0759,0,5.1332,42,5.0933,0,0
5.0754,1,5.1378,43,5.0931,0,0
5.0749,0,5.1364,56,5.0919,0,0
5.0744,1,5.1334,33,5.0923,0,0
5.0756,1,5.1358,46,5.0935,0,0
5.076,0,5.1321,40,5.0938,0,0
5.0746,2,5.1342,44,5.0931,0,0
5.0751,1,5.1359,35,5.0937,0,0
5.0749,1,5.1337,33,5.0935,0,0
5.0745,2,5.1342,43,5.0932,0,0
5.0755,1,5.1351,38,5.0934,0,0
5.0749,2,5.1389,29,5.0929,0,0
5.0753,0,5.135,42,5.093,0,0
5.0755,0,5.1359,37,5.093,0,0
5.0753,0,5.1363,38,5.0931,0,0
5.0747,0,5.1355,42,5.0926,0,0
5.0748,1,5.132,45,5.0932,0,0
5.0755,0,5.1337,41,5.0924,0,0
5.0757,0,5.1365,33,5.0928,0,0
5.0757,0,5.1348,42,5.0921,0,0
5.0762,1,5.1331,51,5.0922,0,0
5.0759,1,5.1339,43,5.093,0,0
5.0753,4,5.1349,41,5.0925,0,0
5.0743,1,5.1347,48,5.0931,0,0
5.0759,0,5.1362,49,5.0928,0,0
5.0761,1,5.1346,44,5.0931,0,0
5.0745,0,5.1355,44,5.0935,0,0
5.0751,0,5.1329,46,5.0931,0,0
5.0765,1,5.1359,41,5.0935,0,0
5.075,2,5.1402,36,5.0925,0,0
5.0745,1,5.1351,40,5.0931,0,0
5.076,1,5.1357,36,5.0923,0,0
5.0744,0,5.1382,39,5.0921,0,0
5.0746,1,5.1345,44,5.0932,0,0
5.0757,2,5.1352,49,5.093,0,0
5.0755,0,5.1368,40,5.0931,0,0
5.0756,0,5.1365,44,5.0923,0,0
5.0758,0,5.1368,48,5.0919,0,0
5.0753,0,5.133,41,5.0925,0,0
5.0749,1,5.1334,46,5.0931,0,0
5.0746,0,5.1345,36,5.0935,0,0
5.0742,0,5.1355,43,5.094,0,0
5.0753,0,5.1375,34,5.0926,0,0
5.0743,0,5.1377,44,5.0924,0,0
5.0746,1,5.1328,43,5.0934,0,0
5.0749,1,5.1372,42,5.0936,0,0
5.0748,0,5.1379,42,5.0935,0,0
5.0741,2,5.1356,45,5.092,0,0
5.0762,1,5.1374,40,5.0922,0,0
5.075,1,5.1342,54,5.0928,0,0
5.0746,1,5.1344,42,5.0924,0,0
5.0763,0,5.1344,40,5.093,0,0
5.075,0,5.1344,41,5.0928,0,0
5.0758,0,5.1384,44,5.0938,0,0
5.0762,0,5.1361,45,5.0924,0,0
5.0746,0,5.1363,41,5.0921,0,0
5.0759,1,5.137,40,5.0935,0,0
5.0759,1,5.1357,39,5.093,0,0
5.0753,1,5.1364,39,5.0933,0,0
5.0756,1,5.1364,49,5.0932,0,0
5.0751,1,5.1339,42,5.0925,0,0
5.0751,0,5.1354,40,5.093,0,0
5.0744,0,5.1372,38,5.0923,0,0
5.075,0,5.1376,39,5.0924,0,0
5.0741,1,5.136,50,5.0923,0,0
5.0758,2,5.1321,31,5.0928,0,0
5.0753,1,5.1328,39,5.0936,0,0
5.0751,1,5.1354,45,5.0936,0,0
5.0755,0,5.1361,38,5.093,0,0
5.0754,1,5.1368,35,5.094,0,0
5.0753,1,5.1341,55,5.0934,0,0
5.075,0,5.1348,48,5.0933,0,0
5.075,0,5.1337,34,5.0929,0,0
5.0755,1,5.1363,41,5.0932,0,0
5.0762,0,5.1349,45,5.0937,0,0
5.0758,0,5.133,27,5.0925,0,0
5.0743,1,5.1359,41,5.0923,0,0
5.0755,2,5.1343,48,5.0926,0,0
5.0751,0,5.1351,46,5.0931,0,0
5.0763,1,5.1381,47,5.0936,0,0
5.0755,1,5.1369,51,5.0935,0,0
5.0748,1,5.1349,51,5.0923,0,0
5.0751,0,5.1348,51,5.0944,0,0
5.0748,0,5.1356,52,5.0932,0,0
5.0747,0,5.134,37,5.0933,0,0
5.0757,1,5.135,41,5.093,0,0
5.0752,1,5.1369,36,5.0934,0,0
5.0745,1,5.136,45,5.0934,0,0
5.0754,0,5.1382,35,5.093,0,0
5.0757,1,5.1394,45,5.0925,0,0
5.0744,2,5.1364,35,5.0918,0,0
5.0737,0,5.1379,32,5.0926,0,0
5.0755,0,5.1369,33,5.0929,0,0
5.0757,0,5.1342,36,5.0926,0,0
5.0747,1,5.1353,48,5.0935,0,0
5.0749,0,5.1368,46,5.0939,0,0
5.075,1,5.1359,50,5.0934,0,0
5.0743,1,5.1333,55,5.0923,0,0
5.0752,0,5.1354,41,5.0935,0,0
5.0753,3,5.1338,51,5.0941,0,0
5.0754,0,5.1335,40,5.0926,0,0
5.0761,1,5.1322,44,5.0937,0,0
5.0751,1,5.135,43,5.0933,0,0
5.0752,1,5.1379,54,5.0934,0,0
5.076,0,5.1354,35,5.093,0,0
5.0758,2,5.1382,41,5.0935,0,0
5.0756,1,5.1401,38,5.0931,0,0
5.075,0,5.1368,57,5.0933,0,0
5.0749,0,5.1366,39,5.0933,0,0
5.0756,1,5.1359,54,5.092,0,0
5.0761,3,5.1355,30,5.0932,0,0
5.076,2,5.1374,36,5.0939,0,0
5.0755,1,5.137,44,5.0933,0,0
5.0763,0,5.1335,43,5.0926,0,0
5.0753,0,5.1336,43,5.0918,0,0
5.0744,1,5.1367,45,5.0929,0,0
5.0756,0,5.1387,40,5.0927,0,0
5.0749,0,5.1353,60,5.0936,0,0
5.075,1,5.1377,40,5.0928,0,0
5.0759,2,5.1359,40,5.0923,0,0
5.0758,0,5.1321,36,5.0921,0,0
5.0752,0,5.1374,58,5.0928,0,0
5.0749,0,5.1361,45,5.0938,0,0
5.0747,0,5.1346,38,5.0926,0,0
5.074,0,5.1363,45,5.0931,0,0
5.0746,2,5.1358,37,5.0929,0,0
5.0746,2,5.1416,38,5.0926,0,0
5.0744,0,5.1365,44,5.093,0,0
5.0746,0,5.1343,39,5.0928,0,0
5.0749,2,5.1359,56,5.094,0,0
5.0757,1,5.1377,36,5.093,0,0
5.0756,2,5.1355,39,5.0931,0,0
5.0763,0,5.1337,41,5.0933,0,0
5.0746,1,5.1365,44,5.0925,0,0
5.0749,1,5.134,43,5.0938,0,0
5.0745,2,5.1351,38,5.093,0,0
5.0751,0,5.1355,44,5.0927,0,0
5.0757,0,5.1368,26,5.0933,0,0
5.0766,0,5.1416,39,5.0936,0,0
5.0768,0,5.1339,37,5.0933,0,0
5.0756,1,5.1347,41,5.0929,0,0
5.075,1,5.1361,40,5.0932,0,0
5.0746,1,5.1357,28,5.0935,0,0
5.075,0,5.1372,45,5.0929,0,0
5.0749,1,5.1362,46,5.0922,0,0
5.075,0,5.1336,49,5.0922,0,0
5.074,1,5.1328,45,5.0929,0,0
5.0748,0,5.1334,32,5.094,0,0
5.075,0,5.1356,44,5.0923,0,0
5.0757,0,5.1353,39,5.0932,0,0
5.0755,2,5.1348,34,5.0921,0,0
5.0751,0,5.134,55,5.0932,0,0
5.0753,1,5.1359,36,5.0923,0,0
5.0753,1,5.1368,35,5.0929,0,0
5.0756,0,5.1385,38,5.0932,0,0
5.0749,0,5.1349,38,5.0921,0,0
5.0749,2,5.1327,53,5.0929,0,0
5.0757,2,5.1349,34,5.093,0,0
5.0747,0,5.1358,30,5.0932,0,0
5.0749,1,5.1338,34,5.0939,0,0
5.0751,0,5.1363,58,5.0929,0,0
5.0757,0,5.1351,29,5.0949,0,0
5.0753,0,5.1322,39,5.0935,0,0
5.0746,1,5.1333,34,5.0931,0,0
5.0738,1,5.1337,40,5.092,0,0
5.076,0,5.1381,51,5.0947,0,0
5.0756,0,5.1347,36,5.0936,0,0
5.0746,0,5.1319,35,5.0931,0,0
5.0752,0,5.136,38,5.0924,0,0
5.0736,0,5.1386,36,5.0931,0,0
5.0745,1,5.1344,41,5.0936,0,0
5.0743,0,5.1348,39,5.0927,0,0
5.0746,0,5.1361,38,5.0937,0,0
5.0751,2,5.1365,42,5.093,0,0
5.0748,0,5.1352,45,5.0932,0,0
5.0746,1,5.134,35,5.0932,0,0
5.0746,0,5.133,58,5.0937,0,0
5.076,1,5.1345,39,5.0934,0,0
5.0754,3,5.135,40,5.0924,0,0
5.0746,1,5.1364,34,5.093,0,0
5.0746,0,5.1345,39,5.0917,0,0
5.0759,0,5.1348,30,5.0925,0,0
5.0744,0,5.1344,40,5.094,0,0
5.0741,0,5.1364,47,5.0932,0,0
5.074,1,5.1359,39,5.093,0,0
5.0745,0,5.1382,36,5.0938,0,0
5.0753,0,5.136,36,5.0936,0,0
5.0754,0,5.1367,38,5.094,0,0
5.0747,2,5.1354,40,5.0927,0,0
5.0744,0,5.1353,43,5.0925,0,0
5.0745,0,5.1361,43,5.0931,0,0
5.0749,1,5.135,54,5.0933,0,0
5.0758,0,5.1362,39,5.092,0,0
5.0752,1,5.1342,37,5.0933,0,0
5.075,0,5.1324,34,5.0929,0,0
5.0748,0,5.1352,38,5.0924,0,0
5.0745,1,5.1342,35,5.0932,0,0
5.0751,0,5.1378,33,5.093,0,0
5.0751,0,5.1357,41,5.0922,0,0
5.0745,0,5.1357,48,5.0937,0,0
5.0745,0,5.1368,36,5.0931,0,0
5.0751,0,5.1341,40,5.0931,0,0
5.0757,0,5.1344,48,5.0934,0,0
5.0759,1,5.1338,47,5.0925,0,0
5.0753,2,5.1331,55,5.0941,0,0
5.0746,0,5.1335,32,5.0942,0,0
5.0746,2,5.1325,30,5.0937,0,0
5.0752,3,5.134,55,5.0931,0,0
5.0742,1,5.1382,46,5.0921,0,0
5.0749,3,5.1342,42,5.0941,0,0
5.0752,0,5.1355,34,5.0929,0,0
5.0758,0,5.1354,44,5.0924,0,0
5.0744,0,5.1363,38,5.0923,0,0
5.074,0,5.136,45,5.0929,0,0
5.0756,2,5.1341,55,5.0937,0,0
5.0764,1,5.1346,51,5.0925,0,0
5.0751,1,5.1373,44,5.0927,0,0
5.0755,2,5.1367,54,5.0944,0,0
5.0745,0,5.1349,38,5.0925,0,0
5.0741,3,5.1344,36,5.0927,0,0
5.0744,0,5.1358,51,5.0927,0,0
5.0751,1,5.1367,39,5.0935,0,0
5.0757,0,5.1382,44,5.0923,0,0
5.0774,0,5.1372,49,5.0924,0,0
5.076,0,5.1381,34,5.0934,0,0
5.0752,0,5.1364,34,5.0921,0,0
5.0761,1,5.1378,40,5.0929,0,0
5.0749,1,5.1358,41,5.0926,0,0
5.0752,0,5.1319,44,5.0933,0,0
5.0743,1,5.1371,43,5.0934,0,0
5.0756,0,5.1365,42,5.0933,0,0
5.076,0,5.1375,51,5.0933,0,0
5.0751,1,5.1381,37,5.0924,0,0
5.0746,0,5.1336,47,5.0934,0,0
5.075,0,5.1347,38,5.0934,0,0
5.0749,0,5.1388,44,5.0933,0,0
5.0746,1,5.1353,49,5.0928,0,0
5.0748,1,5.1363,39,5.0937,0,0
5.0768,0,5.1362,39,5.0939,0,0
5.0759,0,5.1342,44,5.0931,0,0
5.0743,1,5.1361,52,5.0924,0,0
5.0752,1,5.1359,26,5.0936,0,0
5.0761,4,5.1353,36,5.0934,0,0
5.075,0,5.1353,42,5.0925,0,0
5.0753,3,5.135,40,5.0937,0,0
5.0745,0,5.1379,41,5.0929,0,0
5.075,0,5.1376,31,5.0931,0,0
5.0757,0,5.1335,34,5.0934,0,0
5.0742,0,5.1343,47,5.0932,0,0
5.0754,0,5.1378,50,5.0936,0,0
5.0754,0,5.1342,33,5.093,0,0
5.0753,0,5.1347,54,5.093,0,0
5.0758,0,5.1368,42,5.0941,0,0
5.0762,0,5.1329,44,5.0941,0,0
5.0742,0,5.1337,43,5.0935,0,0
5.0746,1,5.1334,46,5.0927,0,0
5.076,1,5.1337,37,5.0944,0,0
5.0747,2,5.1352,50,5.0921,0,0
5.0749,1,5.1361,53,5.0926,0,0
5.0759,2,5.1341,43,5.0942,0,0
5.0734,0,5.1371,44,5.0937,0,0
5.0745,1,5.1362,42,5.0938,0,0
5.075,0,5.138,31,5.0937,0,0
5.0754,0,5.1384,34,5.0928,0,0
5.0752,1,5.1345,45,5.0928,0,0
5.0756,0,5.1333,53,5.0936,0,0
5.0752,1,5.1369,29,5.0936,0,0
5.0754,0,5.1386,31,5.093,0,0
5.0752,3,5.1362,37,5.092,0,0
5.0752,0,5.1355,46,5.0927,0,0
5.0765,2,5.1349,55,5.0938,0,0
5.0753,0,5.1342,46,5.0924,0,0
5.0749,2,5.1362,42,5.0928,0,0
5.0758,1,5.1369,39,5.0937,0,0
5.0747,1,5.1339,44,5.0925,0,0
5.0751,0,5.1341,52,5.0921,0,0
5.0757,0,5.1328,39,5.0924,0,0
5.0745,1,5.1348,38,5.0919,0,0
5.0749,1,5.138,36,5.0931,0,0
5.0749,0,5.1404,41,5.0927,0,0
5.0758,3,5.1352,44,5.0926,0,0
5.0759,0,5.134,42,5.0931,0,0
5.0759,1,5.1364,38,5.0926,0,0
5.0756,1,5.135,42,5.0941,0,0
5.0752,2,5.1375,26,5.0932,0,0
5.0747,3,5.1357,41,5.0928,0,0
5.0756,0,5.1347,47,5.094,0,0
5.076,0,5.1343,44,5.0946,0,0
5.0754,1,5.1357,48,5.0926,0,0
5.0766,0,5.1348,43,5.0927,0,0
5.0765,0,5.1327,45,5.0935,0,0
5.0753,0,5.1348,47,5.093,0,0
5.0757,1,5.1335,37,5.0921,0,0
5.0766,1,5.1325,46,5.0931,0,0
5.0754,1,5.1365,34,5.0934,0,0
5.0741,1,5.1361,37,5.0921,0,0
5.0743,0,5.1356,43,5.0919,0,0
5.0751,1,5.1363,53,5.0928,0,0
5.075,2,5.1354,47,5.093,0,0
5.0754,1,5.1372,39,5.0927,0,0
5.075,0,5.1353,36,5.0922,0,0
5.0764,2,5.1367,43,5.0924,0,0
5.076,1,5.135,53,5.0928,0,0
5.0752,0,5.1351,38,5.0921,0,0
5.0767,0,5.1358,49,5.0926,0,0
5.0748,0,5.1369,41,5.0921,0,0
5.0765,0,5.1375,42,5.092,0,0
5.0752,0,5.1342,49,5.0924,0,0
5.0755,2,5.1336,48,5.0929,0,0
5.0756,1,5.134,51,5.0934,0,0
5.0754,2,5.1369,52,5.0925,0,0
5.0754,2,5.1386,39,5.092,0,0
5.0753,1,5.1368,39,5.0915,0,0
5.0749,0,5.1371,49,5.0917,0,0
5.0752,3,5.1365,45,5.0927,0,0
5.0742,1,5.1348,33,5.0925,0,0
5.0753,1,5.1382,41,5.0924,0,0
5.0753,0,5.138,37,5.0935,0,0
5.0749,1,5.136,40,5.0933,0,0
5.0752,1,5.138,39,5.0926,0,0
5.0758,0,5.1328,49,5.0916,0,0
5.0761,1,5.1349,46,5.0927,0,0
5.0749,0,5.1372,45,5.0926,0,0
5.0754,0,5.1358,30,5.0928,0,0
5.075,2,5.1326,40,5.092,0,0
5.0749,2,5.1347,45,5.0934,0,0
5.0755,0,5.136,39,5.0939,0,0
5.0762,0,5.1361,37,5.0925,0,0
5.0758,1,5.1349,35,5.0931,0,0
5.0757,0,5.1372,34,5.0933,0,0
5.0767,0,5.1381,42,5.0932,0,0
5.0746,0,5.1354,35,5.0933,0,0
5.0753,0,5.135,52,5.093,0,0
5.0766,1,5.1373,43,5.0913,0,0
5.0746,3,5.1372,52,5.0925,0,0
5.0753,1,5.1351,52,5.0928,0,0
5.075,1,5.1338,35,5.0933,0,0
5.0745,1,5.1345,40,5.0925,0,0
5.0752,0,5.1343,36,5.0933,0,0
5.0747,1,5.1351,50,5.0934,0,0
5.075,0,5.1371,42,5.0928,0,0
5.0739,0,5.1385,46,5.0936,0,0
5.0751,0,5.1344,42,5.0934,0,0
5.0751,3,5.1383,55,5.0928,0,0
5.075,0,5.1379,31,5.0931,0,0
5.0758,0,5.1324,38,5.0926,0,0
5.0751,0,5.1362,36,5.0935,0,0
5.0745,1,5.1356,36,5.0935,0,0
5.0745,0,5.1357,37,5.0937,0,0
5.0744,0,5.1373,40,5.0934,0,0
5.0758,1,5.135,49,5.0932,0,0
5.0743,0,5.1364,28,5.0934,0,0
5.0754,4,5.1401,50,5.093,0,0
5.0761,1,5.1353,49,5.093,0,0
5.0742,1,5.1338,36,5.0921,0,0
5.0757,3,5.1334,37,5.0933,0,0
5.0761,0,5.1344,31,5.0933,0,0
5.0757,0,5.1336,31,5.0938,0,0
5.0764,1,5.1358,37,5.0931,0,0
5.0759,2,5.1372,33,5.0928,0,0
5.0749,1,5.1349,44,5.0931,0,0
5.0765,0,5.1363,48,5.0927,0,0
5.0748,0,5.1363,42,5.093,0,0
5.0748,1,5.1338,35,5.0927,0,0
5.0756,0,5.1351,49,5.0923,0,0
5.0735,2,5.1338,42,5.0923,0,0
5.0739,0,5.1321,44,5.0928,0,0
5.0747,2,5.1329,40,5.0929,0,0
5.0762,0,5.1332,45,5.0923,0,0
5.0738,1,5.1368,57,5.0937,0,0
5.0749,1,5.139,47,5.0933,0,0
5.0738,0,5.136,31,5.0934,0,0
5.0754,0,5.1349,36,5.0923,0,0
5.075,2,5.1366,34,5.0923,0,0
5.0761,1,5.1336,43,5.0923,0,0
5.075,0,5.1358,36,5.0927,0,0
5.0753,0,5.1357,45,5.0931,0,0
5.0767,2,5.1365,38,5.0934,0,0
5.0744,2,5.1396,48,5.0939,0,0
5.0755,1,5.1352,40,5.0929,0,0
5.075,1,5.1335,37,5.0934,0,0
5.0754,1,5.1351,32,5.0932,0,0
5.0754,3,5.133,48,5.0922,0,0
5.0745,1,5.1351,36,5.0934,0,0
5.0755,3,5.1342,38,5.0924,0,0
5.0743,2,5.1344,43,5.0921,0,0
5.0752,2,5.1369,35,5.0917,0,0
5.0758,0,5.1379,32,5.0939,0,0
5.0741,0,5.1362,35,5.0929,0,0
5.0744,1,5.1346,52,5.0936,0,0
5.0754,2,5.1323,35,5.0939,0,0
5.0763,0,5.1358,39,5.0923,0,0
5.0761,1,5.1343,34,5.0934,0,0
5.0758,0,5.1342,32,5.0929,0,0
5.0754,0,5.1342,41,5.0925,0,0
5.0757,2,5.1316,39,5.0925,0,0
5.0761,0,5.133,42,5.0924,0,0
5.0747,0,5.1342,36,5.0928,0,0
5.0761,1,5.1365,34,5.0931,0,0
5.0761,0,5.135,38,5.0934,0,0
5.0762,0,5.1348,52,5.0938,0,0
5.076,1,5.1344,47,5.0931,0,0
5.0754,0,5.133,52,5.0927,0,0
5.075,1,5.1352,40,5.0938,0,0
5.0767,0,5.1337,45,5.0932,0,0
5.0746,0,5.1345,37,5.0947,0,0
5.0749,1,5.134,37,5.0933,0,0
5.0752,0,5.1321,43,5.0931,0,0
5.0746,2,5.1342,53,5.0928,0,0
5.0754,1,5.1382,40,5.0935,0,0
5.0744,3,5.1369,43,5.0936,0,0
5.0744,0,5.1371,27,5.0941,0,0
5.0753,1,5.1358,42,5.0942,0,0
5.0739,0,5.1363,44,5.0932,0,0
5.0755,0,5.1353,50,5.0925,0,0
5.0759,0,5.1348,30,5.0926,0,0
5.0758,2,5.1352,52,5.0931,0,0
5.0757,2,5.1372,37,5.0926,0,0
5.0758,0,5.1369,33,5.0927,0,0
5.0751,0,5.1334,45,5.0934,0,0
5.0748,3,5.1323,50,5.0931,0,0
5.0758,0,5.1357,49,5.0934,0,0
5.0753,1,5.1362,39,5.0925,0,0
5.0754,1,5.1343,50,5.0934,0,0
5.0756,0,5.1338,40,5.093,0,0
5.0752,3,5.1395,40,5.0923,0,0
5.0759,2,5.1365,44,5.0931,0,0
5.0754,0,5.1332,44,5.0937,0,0
5.0754,1,5.1364,30,5.0935,0,0
5.0755,0,5.1366,48,5.092,0,0
5.0746,0,5.1402,40,5.0923,0,0
5.0756,0,5.1362,36,5.0939,0,0
5.0755,0,5.1362,33,5.0933,0,0
5.074,3,5.1361,39,5.0918,0,0
5.0752,1,5.1337,41,5.0928,0,0
5.0753,0,5.1366,39,5.0927,0,0
5.0751,0,5.1339,54,5.0933,0,0
5.0765,0,5.134,64,5.0928,0,0
5.0749,0,5.137,62,5.093,0,0
5.0747,0,5.1343,43,5.0941,0,0
5.0748,1,5.1346,32,5.0927,0,0
5.0757,0,5.133,47,5.0924,0,0
5.0761,0,5.1337,54,5.0934,0,0
5.0746,2,5.1351,41,5.0932,0,0
5.0754,0,5.1344,51,5.0916,0,0
5.0753,0,5.1394,34,5.093,0,0
5.0744,0,5.1415,44,5.0921,0,0
5.075,0,5.1383,38,5.0932,0,0
5.0754,0,5.1371,40,5.0934,0,0
5.074,1,5.1332,39,5.0933,0,0
5.0746,1,5.1326,37,5.0927,0,0
5.0754,0,5.1396,40,5.0932,0,0
5.0752,0,5.1378,43,5.093,0,0
5.0753,2,5.1362,51,5.0924,0,0
5.0745,0,5.1345,36,5.0932,0,0
5.0751,0,5.1335,42,5.0927,0,0
5.0747,1,5.1341,41,5.0932,0,0
5.0748,1,5.1349,50,5.0926,0,0
5.0742,0,5.133,45,5.0931,0,0
5.0738,0,5.1333,29,5.0917,0,0
5.0742,0,5.136,37,5.0928,0,0
5.0752,2,5.1335,40,5.0932,0,0
5.0745,0,5.136,36,5.0921,0,0
5.075,0,5.1338,36,5.0925,0,0
5.0737,0,5.1353,54,5.0925,0,0
5.0753,0,5.1378,32,5.0929,0,0
5.0744,0,5.1381,44,5.0929,0,0
5.0749,3,5.1376,37,5.094,0,0
5.0752,1,5.1334,37,5.0938,0,0
5.0749,0,5.1342,55,5.0939,0,0
5.076,0,5.1346,55,5.0925,0,0
5.0751,2,5.1328,45,5.0945,0,0
5.0745,2,5.1337,53,5.0938,0,0
5.0754,3,5.1377,38,5.0934,0,0
5.0745,0,5.1349,34,5.0934,0,0
5.0763,1,5.135,45,5.0932,0,0
5.0751,1,5.136,43,5.0922,0,0
5.0747,0,5.1331,34,5.0927,0,0
5.0748,0,5.1404,35,5.0923,0,0
5.0752,0,5.1391,30,5.0932,0,0
5.0775,1,5.1369,39,5.0925,0,0
5.0761,1,5.1375,40,5.0934,0,0
5.076,0,5.1337,40,5.0926,0,0
5.0754,0,5.134,35,5.0929,0,0
5.076,2,5.1361,50,5.0927,0,0
5.0755,0,5.1367,49,5.0927,0,0
5.0744,1,5.1336,46,5.0925,0,0
5.0758,0,5.1318,33,5.0932,0,0
5.0762,0,5.1334,56,5.0933,0,0
5.0751,1,5.1347,40,5.0929,0,0
5.0747,0,5.1352,32,5.0937,0,0
5.0744,2,5.1345,41,5.0927,0,0
5.0739,0,5.135,34,5.0931,0,0
5.0749,0,5.1375,40,5.0931,0,0
5.0748,1,5.1385,36,5.093,0,0
5.0756,0,5.1353,50,5.0923,0,0
5.0751,1,5.1366,36,5.0917,0,0
5.0759,0,5.1401,43,5.0928,0,0
5.0747,0,5.1338,44,5.0927,0,0
5.0752,1,5.1336,41,5.0934,0,0
5.0755,0,5.1358,41,5.0933,0,0
5.0748,0,5.1324,36,5.0934,0,0
5.0756,0,5.1339,51,5.0932,0,0
5.0759,1,5.1353,43,5.0935,0,0
5.0746,0,5.1374,46,5.093,0,0
5.076,0,5.1353,51,5.0923,0,0
5.0753,3,5.1356,54,5.0933,0,0
5.0759,0,5.1363,41,5.0925,0,0
5.0746,3,5.1356,33,5.0933,0,0
5.074,0,5.1348,54,5.0939,0,0
5.0742,1,5.1355,45,5.0928,0,0
5.0754,0,5.1387,37,5.0934,0,0
5.0754,1,5.1385,33,5.0938,0,0
5.0748,1,5.1366,37,5.0931,0,0
5.0747,0,5.1384,36,5.0937,0,0
5.0763,0,5.1357,42,5.0936,0,0
5.0752,0,5.1339,53,5.0934,0,0
5.0766,0,5.1333,45,5.0936,0,0
5.0755,1,5.1368,42,5.0931,0,0
5.0767,0,5.1357,46,5.0934,0,0
5.075,0,5.1336,39,5.0932,0,0
5.0748,0,5.1346,38,5.0935,0,0
5.0763,0,5.1341,43,5.093,0,0
5.0751,0,5.1351,38,5.0937,0,0
5.0746,1,5.1354,38,5.0924,0,0
5.0745,0,5.1384,52,5.0918,0,0
5.0742,1,5.1344,44,5.0927,0,0
5.0753,0,5.1343,35,5.0934,0,0
5.0757,0,5.1359,38,5.0931,0,0
5.0743,0,5.1327,44,5.0919,0,0
5.0758,0,5.1336,40,5.0915,0,0
5.0764,0,5.1361,45,5.0923,0,0
5.0737,1,5.1368,43,5.0928,0,0
5.0759,2,5.1364,43,5.0935,0,0
5.0744,2,5.137,49,5.0934,0,0
5.0763,1,5.1354,43,5.0938,0,0
5.0756,1,5.1347,41,5.0937,0,0
5.0742,0,5.136,43,5.0934,0,0
5.0743,0,5.1362,42,5.0923,0,0
5.0749,0,5.1355,44,5.0931,0,0
5.075,0,5.1361,38,5.0936,0,0
5.0752,0,5.1341,46,5.0931,0,0
