RM1912000.021110,,,,,,
Normal   20/01/2019 00:01:10 20/01/2019 00:02:11 0110 113.5696 22.1657 -90.0 0.0 25.7 1006.6,,,,,,
0001201 0020 0001201 0000 07,,,,,,
1 0 1 16230 1 0800 7.50 00355.p 0 0 09 000 12 001201 0.100 BT0,,,,,,
1 1 1 16230 1 0800 7.50 00355.p 0 0 00 000 00 001201 3.9683 BC0,,,,,,
1 0 1 16230 1 0780 7.50 00355.s 2 0 09 000 12 001201 0.100 BT1,,,,,,
1 1 1 16230 1 0780 7.50 00355.s 2 0 00 000 00 001201 3.9683 BC1,,,,,,
1 0 2 16230 1 0850 7.50 00387.o 1 0 09 000 12 001201 0.100 BT2,,,,,,
1 1 2 16230 1 0850 7.50 00387.o 1 0 00 000 00 001201 3.9683 BC2,,,,,,
1 0 1 01201 1 0149 1.00 00355.p 1 0 00 000 00 000001 0.000001 PD0,,,,,,
00355.p_an (mV), 00355.p_ph (counts), 00355.s_an (mV), 00355.s_ph (counts), 00387.o_an (mV), 00387.o_ph (counts), PD_00355.p_an
5.0767,1,5.1359,41,5.0919,0,0
5.0757,0,5.1381,36,5.0922,0,0
5.0751,0,5.136,47,5.0918,0,0
5.0751,0,5.1359,44,5.0919,0,0
5.0751,1,5.1356,33,5.093,0,0
5.0754,0,5.1331,57,5.0922,0,0
5.0749,0,5.1318,50,5.0921,0,0
5.0743,0,5.1367,43,5.0928,0,0
5.0749,0,5.1376,45,5.0917,0,0
5.0751,2,5.135,41,5.094,0,0
5.0748,0,5.1365,45,5.0914,0,0
5.0749,0,5.1383,55,5.0913,0,0
5.0758,0,5.1356,28,5.0932,0,0
5.0758,1,5.1359,41,5.0924,0,0
5.0769,1,5.1388,53,5.0925,0,0
5.0754,2,5.1366,35,5.0925,0,0
5.0751,1,5.1374,44,5.093,0,0
5.0763,1,5.1342,43,5.093,0,0
5.0759,0,5.1354,49,5.0927,0,0
5.0746,0,5.1387,48,5.0922,0,0
5.0757,0,5.1369,39,5.0929,0,0
5.0761,1,5.1333,33,5.0928,0,0
5.0741,1,5.1351,39,5.0929,0,0
5.0756,4,5.1366,41,5.0926,0,0
5.0765,1,5.1362,45,5.093,0,0
5.0757,2,5.1361,44,5.093,0,0
5.0768,0,5.1377,45,5.0928,0,0
5.0741,1,5.1381,40,5.093,0,0
5.074,0,5.138,53,5.0929,0,0
5.0752,2,5.1355,51,5.093,0,0
5.0747,0,5.1327,43,5.0924,0,0
5.076,0,5.1353,44,5.0924,0,0
5.0761,1,5.1358,35,5.0919,0,0
5.0758,1,5.1374,40,5.0937,0,0
5.0764,0,5.1373,36,5.093,0,0
5.0753,0,5.1351,36,5.0926,0,0
5.0755,1,5.1369,46,5.0931,0,0
5.0759,0,5.1378,37,5.0919,0,0
5.0757,0,5.1362,42,5.0913,0,0
5.0753,1,5.1356,45,5.0927,0,0
5.075,0,5.1372,40,5.0929,0,0
5.0766,0,5.1326,32,5.0924,0,0
5.0759,1,5.1328,52,5.0932,0,0
5.0754,0,5.1352,37,5.0911,0,0
5.075,0,5.1331,30,5.0924,0,0
5.0752,0,5.137,37,5.0928,0,0
5.0751,2,5.1373,33,5.0926,0,0
5.0756,0,5.1371,42,5.0921,0,0
5.0761,0,5.1369,35,5.093,0,0
5.0749,2,5.1346,39,5.0921,0,0
5.0757,2,5.1341,35,5.0918,0,0
5.0746,0,5.137,31,5.0923,0,0
5.0752,2,5.1346,31,5.092,0,0
5.0755,1,5.134,46,5.094,0,0
5.076,0,5.1361,48,5.092,0,0
5.0762,0,5.134,54,5.0928,0,0
5.075,0,5.1341,37,5.0939,0,0
5.0755,0,5.1349,47,5.0929,0,0
5.0768,1,5.1341,40,5.0921,0,0
5.0766,0,5.1348,40,5.0919,0,0
5.0749,0,5.1338,45,5.0915,0,0
5.0764,0,5.1343,46,5.0924,0,0
5.075,3,5.1373,40,5.0933,0,0
5.0747,1,5.1361,34,5.0929,0,0
5.076,2,5.1367,36,5.0935,0,0
5.0755,1,5.1375,37,5.0925,0,0
5.0753,0,5.1381,36,5.0932,0,0
5.0751,0,5.1354,37,5.0936,0,0
5.076,0,5.1348,44,5.0921,0,0
5.0752,0,5.1366,32,5.0916,0,0
5.0761,2,5.1359,49,5.0921,0,0
5.0754,1,5.1372,35,5.0931,0,0
5.075,0,5.1346,35,5.0938,0,0
5.0763,0,5.1336,39,5.093,0,0
5.0755,1,5.1347,60,5.0925,0,0
5.0754,0,5.1345,42,5.0931,0,0
5.0755,1,5.1354,38,5.0928,0,0
5.0757,0,5.1353,39,5.0936,0,0
5.0744,1,5.132,50,5.0926,0,0
5.0764,1,5.1331,41,5.093,0,0
5.0752,0,5.1337,45,5.0935,0,0
5.0754,3,5.135,34,5.0928,0,0
5.0746,2,5.1364,34,5.0923,0,0
5.0751,2,5.1387,44,5.0921,0,0
5.0749,0,5.1361,35,5.0927,0,0
5.0748,2,5.1342,41,5.0931,0,0
5.0743,1,5.1364,39,5.0923,0,0
5.0752,0,5.1362,45,5.0911,0,0
5.076,1,5.1352,41,5.092,0,0
5.0763,0,5.1356,45,5.0931,0,0
5.0775,1,5.1343,38,5.0932,0,0
5.0771,0,5.1354,34,5.0932,0,0
5.0761,2,5.1379,45,5.0929,0,0
5.075,0,5.1354,45,5.0924,0,0
5.0765,0,5.1347,43,5.0925,0,0
5.0758,0,5.1368,42,5.0929,0,0
5.0755,3,5.1381,43,5.0918,0,0
5.0755,0,5.137,34,5.0922,0,0
5.0761,0,5.1359,47,5.093,0,0
5.0756,0,5.1355,38,5.0933,0,0
5.0756,0,5.1359,37,5.0929,0,0
5.0755,0,5.1374,41,5.0928,0,0
5.0756,0,5.1369,38,5.0913,0,0
5.0753,2,5.1363,52,5.0917,0,0
5.0761,0,5.1363,41,5.0918,0,0
5.0759,0,5.1351,45,5.0919,0,0
5.0762,1,5.1348,24,5.0925,0,0
5.0757,0,5.138,41,5.0938,0,0
5.0748,1,5.135,42,5.0922,0,0
5.0744,0,5.1332,49,5.092,0,0
5.0741,0,5.1359,49,5.093,0,0
5.0748,0,5.1359,51,5.0919,0,0
5.0752,0,5.1409,40,5.092,0,0
5.0749,0,5.1365,36,5.0931,0,0
5.0763,0,5.1333,51,5.0926,0,0
5.0748,0,5.1333,49,5.0926,0,0
5.0748,1,5.1359,27,5.0922,0,0
5.0755,1,5.1368,31,5.0927,0,0
5.0749,2,5.1362,37,5.0929,0,0
5.0756,0,5.1379,40,5.0927,0,0
5.0758,0,5.1362,53,5.0922,0,0
5.0746,1,5.135,39,5.0923,0,0
5.0749,0,5.1345,37,5.092,0,0
5.075,1,5.1377,34,5.0936,0,0
5.0754,0,5.1366,41,5.0927,0,0
5.0762,1,5.132,39,5.0927,0,0
5.0753,0,5.134,45,5.0925,0,0
5.0761,1,5.1343,38,5.0937,0,0
5.0761,0,5.1345,48,5.093,0,0
5.0763,0,5.1377,44,5.0924,0,0
5.0764,2,5.1344,48,5.0928,0,0
5.0756,0,5.1347,40,5.093,0,0
5.0758,0,5.1348,40,5.0938,0,0
5.0751,0,5.1351,44,5.093,0,0
5.0752,0,5.1376,47,5.0923,0,0
5.0747,1,5.1365,44,5.0938,0,0
5.0757,0,5.1343,46,5.0923,0,0
5.0747,1,5.1366,47,5.0921,0,0
5.0753,0,5.1349,43,5.0919,0,0
5.0757,1,5.1363,38,5.0917,0,0
5.0756,0,5.136,52,5.0932,0,0
5.0755,1,5.1354,43,5.0923,0,0
5.0754,1,5.1354,47,5.0919,0,0
5.0759,0,5.1368,43,5.0924,0,0
5.0753,0,5.1352,37,5.092,0,0
5.075,2,5.1374,29,5.0927,0,0
5.075,0,5.1361,35,5.0932,0,0
5.0752,0,5.1371,45,5.0932,0,0
5.0754,1,5.1361,44,5.0929,0,0
5.0748,0,5.1373,47,5.092,0,0
5.0755,1,5.1379,41,5.0918,0,0
5.0751,2,5.1375,31,5.092,0,0
5.0752,1,5.1363,34,5.0933,0,0
5.0762,0,5.1345,49,5.0928,0,0
5.0758,0,5.1334,34,5.0919,0,0
5.0752,2,5.1344,47,5.0933,0,0
5.0756,2,5.1345,21,5.0924,0,0
5.0759,0,5.1367,50,5.0923,0,0
5.0756,0,5.1367,43,5.0928,0,0
5.0753,3,5.1356,51,5.0928,0,0
5.0771,1,5.1322,33,5.0931,0,0
5.0755,3,5.1332,43,5.0926,0,0
5.0755,2,5.1356,39,5.0935,0,0
5.0754,1,5.1351,37,5.0932,0,0
5.0759,0,5.1367,34,5.0928,0,0
5.0763,1,5.1342,33,5.0928,0,0
5.0755,1,5.1371,45,5.0929,0,0
5.0747,0,5.138,55,5.0918,0,0
5.0754,2,5.1373,58,5.0913,0,0
5.0758,0,5.1359,35,5.0922,0,0
5.0761,0,5.1355,45,5.092,0,0
5.0753,0,5.1366,41,5.0925,0,0
5.0757,1,5.1352,48,5.0921,0,0
5.0748,2,5.1333,50,5.0937,0,0
5.0757,0,5.1352,39,5.0937,0,0
5.0761,0,5.136,48,5.0922,0,0
5.0752,1,5.141,40,5.0931,0,0
5.0759,0,5.1407,50,5.0929,0,0
5.076,0,5.1346,38,5.091,0,0
5.0755,0,5.1364,34,5.093,0,0
5.0752,0,5.1348,39,5.0926,0,0
5.0755,0,5.1365,40,5.0917,0,0
5.0759,0,5.1366,41,5.0939,0,0
5.0755,0,5.1345,45,5.0942,0,0
5.0746,0,5.1372,50,5.0921,0,0
5.0752,0,5.1371,43,5.0932,0,0
5.0758,2,5.1368,25,5.0936,0,0
5.075,2,5.1353,33,5.0931,0,0
5.0748,1,5.1349,46,5.0929,0,0
5.0748,0,5.1348,42,5.0932,0,0
5.0757,2,5.1357,26,5.093,0,0
5.0756,1,5.137,39,5.0925,0,0
5.0759,0,5.1379,37,5.092,0,0
5.0761,0,5.1364,36,5.0921,0,0
5.0756,1,5.1344,53,5.0928,0,0
5.0756,1,5.1321,43,5.093,0,0
5.0757,3,5.1337,32,5.0925,0,0
5.0756,1,5.1365,54,5.0922,0,0
5.0752,0,5.1358,44,5.093,0,0
5.0756,2,5.1326,51,5.0927,0,0
5.0754,1,5.135,43,5.0929,0,0
5.0752,1,5.1356,43,5.0928,0,0
5.0753,0,5.1363,41,5.0921,0,0
5.0753,1,5.1383,42,5.093,0,0
5.0749,2,5.1354,51,5.0929,0,0
5.0766,2,5.135,41,5.0927,0,0
5.0761,1,5.1364,50,5.0919,0,0
5.0752,2,5.1357,38,5.0933,0,0
5.0759,0,5.139,42,5.0936,0,0
5.0745,1,5.1359,41,5.0929,0,0
5.0752,0,5.1357,45,5.0917,0,0
5.0752,1,5.1357,40,5.0927,0,0
5.0763,1,5.136,42,5.0923,0,0
5.0762,0,5.1388,34,5.0919,0,0
5.0746,0,5.1381,36,5.0919,0,0
5.0746,1,5.1369,43,5.0923,0,0
5.075,0,5.1339,38,5.0928,0,0
5.0756,3,5.1346,37,5.0934,0,0
5.0759,1,5.1357,42,5.0923,0,0
5.0762,1,5.1352,52,5.0922,0,0
5.0769,0,5.1364,48,5.0931,0,0
5.0757,2,5.1344,46,5.0938,0,0
5.0747,2,5.1348,51,5.0929,0,0
5.075,1,5.1352,40,5.0926,0,0
5.0754,0,5.136,47,5.0934,0,0
5.077,3,5.136,35,5.0937,0,0
5.0757,0,5.1356,50,5.0922,0,0
5.0752,1,5.138,39,5.0923,0,0
5.0758,0,5.1375,57,5.0933,0,0
5.0756,0,5.1379,37,5.0923,0,0
5.0751,3,5.1372,46,5.0926,0,0
5.0769,2,5.1383,46,5.0926,0,0
5.0758,1,5.1367,40,5.0916,0,0
5.0758,1,5.1372,41,5.092,0,0
5.0756,0,5.137,46,5.0929,0,0
5.0754,0,5.1376,47,5.0931,0,0
5.0754,0,5.1373,45,5.0919,0,0
5.0754,1,5.1392,37,5.0931,0,0
5.0748,0,5.1365,38,5.0924,0,0
5.0757,2,5.1354,35,5.0928,0,0
5.0763,1,5.1369,46,5.0928,0,0
5.0756,0,5.1362,38,5.0924,0,0
5.0751,1,5.135,40,5.0927,0,0
5.0748,0,5.1371,42,5.0922,0,0
5.0772,1,5.1372,37,5.0934,0,0
5.0753,0,5.1353,49,5.0934,0,0
5.075,0,5.1349,48,5.0929,0,0
5.0741,0,5.1359,36,5.0931,0,0
5.0756,0,5.1344,36,5.0925,0,0
5.076,1,5.1356,46,5.0939,0,0
5.0746,0,5.1344,42,5.0929,0,0
5.0755,0,5.1356,30,5.092,0,0
5.0753,1,5.1355,34,5.0933,0,0
5.0753,1,5.1346,39,5.0927,0,0
5.0757,0,5.1368,41,5.0935,0,0
5.075,0,5.1353,28,5.0928,0,0
5.0752,0,5.1353,49,5.0922,0,0
5.0749,0,5.1349,55,5.093,0,0
5.0751,0,5.1378,39,5.0938,0,0
5.0757,1,5.1372,36,5.0942,0,0
5.0746,2,5.1322,38,5.092,0,0
5.0759,1,5.1341,54,5.0925,0,0
5.0757,1,5.1361,42,5.093,0,0
5.075,4,5.1359,33,5.0922,0,0
5.0747,0,5.1333,49,5.0915,0,0
5.0763,1,5.1361,51,5.0932,0,0
5.0748,2,5.1372,37,5.0928,0,0
5.075,0,5.1343,41,5.0927,0,0
5.076,0,5.1365,33,5.0929,0,0
5.0762,1,5.1383,38,5.092,0,0
5.0751,1,5.1378,47,5.0922,0,0
5.0758,0,5.135,45,5.0932,0,0
5.077,1,5.1337,42,5.0928,0,0
5.0758,0,5.138,42,5.0917,0,0
5.0747,0,5.1361,50,5.0921,0,0
5.0754,2,5.1335,44,5.0927,0,0
5.0753,0,5.1348,45,5.0922,0,0
5.0743,1,5.1334,44,5.0932,0,0
5.0747,0,5.136,55,5.0924,0,0
5.0752,0,5.1371,49,5.0921,0,0
5.0753,0,5.1365,42,5.0918,0,0
5.0767,0,5.1353,46,5.0917,0,0
5.0754,1,5.1372,42,5.0915,0,0
5.0756,2,5.1367,45,5.0925,0,0
5.0756,0,5.1356,41,5.0923,0,0
5.0763,2,5.138,46,5.0918,0,0
5.0761,1,5.1376,34,5.0922,0,0
5.0753,0,5.1378,41,5.0924,0,0
5.0752,0,5.138,37,5.0929,0,0
5.0748,0,5.135,32,5.093,0,0
5.0757,1,5.1368,44,5.0927,0,0
5.0762,0,5.1368,37,5.0918,0,0
5.076,0,5.1367,39,5.0922,0,0
5.0756,0,5.1364,43,5.0926,0,0
5.0768,1,5.136,45,5.0926,0,0
5.0754,1,5.1347,42,5.0918,0,0
5.0745,0,5.1344,52,5.0922,0,0
5.0761,1,5.1337,40,5.0937,0,0
5.0759,2,5.1335,37,5.0934,0,0
5.0763,3,5.1341,47,5.0919,0,0
5.0751,1,5.1359,41,5.0928,0,0
5.0752,0,5.135,38,5.0922,0,0
5.0756,0,5.1356,36,5.0927,0,0
5.0752,1,5.1358,36,5.0927,0,0
5.0752,0,5.1352,40,5.0922,0,0
5.0747,2,5.1397,44,5.0921,0,0
5.0745,0,5.1368,41,5.0933,0,0
5.0756,0,5.134,45,5.0928,0,0
5.0756,1,5.1362,38,5.0928,0,0
5.0752,0,5.1366,33,5.0915,0,0
5.0751,1,5.1349,47,5.0924,0,0
5.0757,1,5.1343,42,5.094,0,0
5.0756,2,5.1354,39,5.0927,0,0
5.0745,0,5.1361,36,5.0928,0,0
5.0769,1,5.1361,38,5.092,0,0
5.076,0,5.1355,54,5.0919,0,0
5.075,1,5.1364,37,5.0914,0,0
5.0757,1,5.1359,54,5.0936,0,0
5.0749,0,5.1305,42,5.093,0,0
5.0744,1,5.1355,35,5.093,0,0
5.0747,0,5.1355,47,5.0932,0,0
5.0759,0,5.1344,35,5.0926,0,0
5.0755,0,5.1329,39,5.093,0,0
5.0745,0,5.1361,31,5.0928,0,0
5.0758,0,5.137,21,5.0927,0,0
5.0769,2,5.1358,36,5.0932,0,0
5.0759,0,5.1368,49,5.0932,0,0
5.0752,1,5.1368,30,5.0924,0,0
5.0758,0,5.1345,48,5.0919,0,0
5.0754,1,5.1355,51,5.0917,0,0
5.0755,2,5.1341,46,5.0916,0,0
5.0755,1,5.1341,35,5.0935,0,0
5.0751,3,5.1335,37,5.0921,0,0
5.0751,1,5.1314,31,5.091,0,0
5.076,1,5.1355,37,5.0929,0,0
5.0759,1,5.1366,51,5.0927,0,0
5.0762,0,5.1349,54,5.0938,0,0
5.0762,1,5.135,38,5.0947,0,0
5.0755,0,5.1385,30,5.0922,0,0
5.076,0,5.1365,56,5.092,0,0
5.0749,0,5.1349,43,5.0924,0,0
5.0759,1,5.136,47,5.0933,0,0
5.0765,1,5.1331,41,5.0918,0,0
5.0766,2,5.1365,52,5.0926,0,0
5.0767,1,5.1375,34,5.0931,0,0
5.0762,1,5.1391,41,5.0915,0,0
5.0753,1,5.1358,49,5.0929,0,0
5.0749,0,5.1319,42,5.0929,0,0
5.0746,1,5.1391,46,5.093,0,0
5.0743,1,5.135,42,5.0932,0,0
5.0751,4,5.1363,39,5.0931,0,0
5.0748,3,5.1375,35,5.0913,0,0
5.0759,0,5.1365,59,5.0926,0,0
5.0765,1,5.135,35,5.0932,0,0
5.0758,0,5.1365,43,5.0915,0,0
5.075,0,5.1375,42,5.0938,0,0
5.0752,2,5.1347,53,5.0934,0,0
5.075,1,5.1364,37,5.093,0,0
5.0761,1,5.1363,45,5.0932,0,0
5.076,1,5.1363,44,5.0924,0,0
5.0757,0,5.137,47,5.0928,0,0
5.0759,0,5.1382,41,5.0928,0,0
5.0757,0,5.1357,40,5.0931,0,0
5.0753,1,5.1352,46,5.093,0,0
5.0754,2,5.1376,60,5.0924,0,0
5.0754,2,5.134,46,5.0934,0,0
5.0747,0,5.1353,38,5.0917,0,0
5.0752,0,5.1361,42,5.0922,0,0
5.0751,1,5.1355,44,5.0925,0,0
5.0757,3,5.1363,46,5.0919,0,0
5.0748,0,5.136,37,5.0929,0,0
5.0758,1,5.1351,57,5.093,0,0
5.0753,0,5.1369,32,5.0926,0,0
5.0765,1,5.1403,40,5.0926,0,0
5.0751,2,5.1367,41,5.0917,0,0
5.0749,1,5.1356,44,5.0924,0,0
5.0755,3,5.1373,43,5.0927,0,0
5.0762,3,5.1364,39,5.0915,0,0
5.0754,0,5.1353,48,5.0924,0,0
5.075,0,5.1366,46,5.0921,0,0
5.0759,1,5.1375,53,5.0929,0,0
5.0749,1,5.1349,42,5.0936,0,0
5.0745,0,5.1345,43,5.0924,0,0
5.0768,3,5.1359,47,5.0923,0,0
5.0766,2,5.1371,45,5.0919,0,0
5.0767,0,5.1345,37,5.0925,0,0
5.0762,1,5.1352,45,5.0917,0,0
5.0753,6,5.1379,36,5.0937,0,0
5.0749,0,5.1384,51,5.093,0,0
5.075,0,5.1376,53,5.0931,0,0
5.075,0,5.1342,45,5.0928,0,0
5.0752,0,5.1365,35,5.0922,0,0
5.0769,1,5.1375,43,5.0925,0,0
5.0774,0,5.1351,48,5.0925,0,0
5.0751,1,5.1357,39,5.0921,0,0
5.0764,2,5.1361,33,5.092,0,0
5.0766,0,5.1339,28,5.0932,0,0
5.0737,0,5.1371,34,5.0934,0,0
5.0744,0,5.1371,36,5.0925,0,0
5.0758,0,5.1362,42,5.0929,0,0
5.0755,1,5.1347,41,5.0922,0,0
5.0757,0,5.135,49,5.0921,0,0
5.0751,1,5.1364,34,5.0927,0,0
5.0755,1,5.1317,46,5.0934,0,0
5.0755,0,5.1336,39,5.0927,0,0
5.0753,1,5.1334,41,5.093,0,0
5.075,3,5.1323,51,5.093,0,0
5.0744,1,5.1344,54,5.0935,0,0
5.0745,2,5.1354,48,5.0917,0,0
5.0758,1,5.1346,41,5.0925,0,0
5.0749,1,5.1348,45,5.0938,0,0
5.075,0,5.1347,44,5.0942,0,0
5.075,0,5.1341,38,5.0922,0,0
5.0749,1,5.1346,34,5.0909,0,0
5.0756,0,5.1348,51,5.0925,0,0
5.0755,3,5.1395,37,5.0923,0,0
5.077,1,5.1398,45,5.0915,0,0
5.0759,0,5.1351,39,5.0915,0,0
5.0749,1,5.1345,39,5.0927,0,0
5.076,0,5.1359,43,5.0928,0,0
5.0742,2,5.1365,40,5.0936,0,0
5.0745,0,5.1366,37,5.0922,0,0
5.0758,0,5.1363,41,5.0927,0,0
5.0753,1,5.1369,52,5.0926,0,0
5.0752,2,5.1344,61,5.092,0,0
5.0757,1,5.1366,41,5.0916,0,0
5.0755,2,5.1361,25,5.0921,0,0
5.075,2,5.134,44,5.0926,0,0
5.0749,1,5.1368,42,5.092,0,0
5.0751,0,5.1364,36,5.0922,0,0
5.0756,0,5.1372,46,5.0926,0,0
5.0753,2,5.1361,43,5.0937,0,0
5.0749,1,5.1389,49,5.0926,0,0
5.0767,0,5.1398,44,5.0938,0,0
5.077,1,5.1349,43,5.0921,0,0
5.0752,2,5.1332,35,5.0931,0,0
5.0762,1,5.1369,47,5.0923,0,0
5.0749,1,5.1354,47,5.0915,0,0
5.0762,3,5.1357,34,5.0929,0,0
5.0752,1,5.1364,45,5.0924,0,0
5.0753,0,5.135,37,5.0911,0,0
5.0749,3,5.1361,43,5.092,0,0
5.0749,0,5.1358,55,5.094,0,0
5.0767,0,5.1352,43,5.0929,0,0
5.0762,0,5.1353,50,5.0937,0,0
5.0763,0,5.1359,50,5.0932,0,0
5.0753,1,5.1368,42,5.0918,0,0
5.0751,0,5.1343,41,5.0928,0,0
5.0766,0,5.135,45,5.0934,0,0
5.075,0,5.136,38,5.0927,0,0
5.076,0,5.1361,41,5.0935,0,0
5.0758,0,5.1396,48,5.0921,0,0
5.0756,1,5.1381,37,5.0928,0,0
5.0761,2,5.1359,44,5.0922,0,0
5.0749,0,5.139,37,5.0924,0,0
5.0748,0,5.1371,46,5.0935,0,0
5.0756,1,5.1359,34,5.0932,0,0
5.0758,2,5.1384,56,5.0929,0,0
5.075,0,5.1348,51,5.0926,0,0
5.0761,0,5.1352,44,5.0928,0,0
5.0747,0,5.1363,48,5.0929,0,0
5.0764,1,5.1346,54,5.0922,0,0
5.0765,4,5.1359,39,5.0917,0,0
5.0758,2,5.136,46,5.0928,0,0
5.0754,1,5.1377,38,5.0933,0,0
5.0755,1,5.1337,42,5.0928,0,0
5.0753,0,5.1369,43,5.093,0,0
5.0742,1,5.1408,44,5.0917,0,0
5.0754,0,5.1362,36,5.0927,0,0
5.0759,2,5.1392,38,5.0927,0,0
5.0761,2,5.1355,46,5.0934,0,0
5.0767,1,5.1339,44,5.0926,0,0
5.0748,1,5.1386,39,5.0927,0,0
5.0751,0,5.1356,55,5.0933,0,0
5.0758,1,5.1353,40,5.0922,0,0
5.0751,0,5.1369,33,5.0934,0,0
5.0758,2,5.1354,39,5.0929,0,0
5.0754,3,5.135,50,5.093,0,0
5.0766,1,5.1328,44,5.0935,0,0
5.0759,1,5.1347,40,5.0917,0,0
5.0752,1,5.1359,41,5.0923,0,0
5.0755,0,5.1398,47,5.0925,0,0
5.0746,0,5.1379,40,5.093,0,0
5.0751,1,5.1349,38,5.0925,0,0
5.0745,1,5.1351,40,5.0936,0,0
5.0756,0,5.1361,30,5.0924,0,0
5.0756,0,5.1351,38,5.0928,0,0
5.076,1,5.1364,35,5.0932,0,0
5.0751,1,5.136,46,5.0935,0,0
5.0747,0,5.1345,38,5.0935,0,0
5.0746,1,5.135,36,5.0928,0,0
5.0752,2,5.1361,48,5.0936,0,0
5.0756,1,5.1358,42,5.093,0,0
5.0754,0,5.1348,40,5.0918,0,0
5.0739,2,5.1313,48,5.0928,0,0
5.0757,0,5.136,39,5.0927,0,0
5.0755,1,5.1365,42,5.0941,0,0
5.0746,4,5.1369,52,5.0928,0,0
5.0755,1,5.1339,38,5.0926,0,0
5.0752,1,5.133,42,5.0929,0,0
5.0764,1,5.1372,37,5.0927,0,0
5.0756,0,5.1352,36,5.0928,0,0
5.0752,2,5.1355,45,5.0926,0,0
5.0767,0,5.1366,44,5.0923,0,0
5.0751,1,5.1352,49,5.0932,0,0
5.0758,0,5.137,39,5.0931,0,0
5.0768,2,5.138,48,5.0917,0,0
5.0763,0,5.1347,41,5.0926,0,0
5.0757,2,5.1334,39,5.0935,0,0
5.0757,0,5.1354,45,5.0924,0,0
5.076,2,5.1369,41,5.0934,0,0
5.0765,2,5.1379,38,5.0935,0,0
5.0759,2,5.1357,39,5.092,0,0
5.0748,0,5.1351,49,5.0929,0,0
5.0762,1,5.1354,46,5.0926,0,0
5.0751,1,5.1357,43,5.0927,0,0
5.076,2,5.1363,46,5.0918,0,0
5.0767,0,5.136,32,5.0933,0,0
5.0756,1,5.137,45,5.0935,0,0
5.0756,1,5.1356,36,5.0929,0,0
5.0758,0,5.1334,42,5.0931,0,0
5.0761,0,5.1339,52,5.0923,0,0
5.0768,0,5.1361,38,5.0931,0,0
5.0762,1,5.1349,37,5.0929,0,0
5.0754,0,5.1338,43,5.0928,0,0
5.0756,0,5.1359,47,5.0931,0,0
5.0752,1,5.1326,53,5.0926,0,0
5.0757,3,5.1361,45,5.0939,0,0
5.075,2,5.1358,43,5.0922,0,0
5.0748,1,5.1331,46,5.093,0,0
5.0758,0,5.1367,51,5.093,0,0
5.0759,1,5.134,40,5.094,0,0
5.0759,1,5.1335,41,5.0936,0,0
5.0747,1,5.1341,52,5.0932,0,0
5.0747,0,5.138,55,5.0919,0,0
5.0753,2,5.139,47,5.0924,0,0
5.0758,1,5.1362,53,5.0921,0,0
5.0766,0,5.1361,39,5.0933,0,0
5.0751,1,5.1367,33,5.0932,0,0
5.0756,1,5.1366,46,5.0923,0,0
5.076,1,5.134,39,5.0929,0,0
5.0752,1,5.1366,44,5.0924,0,0
5.0753,0,5.139,42,5.0924,0,0
5.0754,1,5.1379,47,5.0921,0,0
5.0753,1,5.1382,34,5.0927,0,0
5.0757,1,5.1385,36,5.0928,0,0
5.0752,0,5.1342,42,5.0928,0,0
5.0754,0,5.1333,43,5.0917,0,0
5.0753,1,5.1373,49,5.0926,0,0
5.0762,0,5.1352,34,5.094,0,0
5.0749,0,5.1362,50,5.0929,0,0
5.0754,0,5.1381,34,5.0936,0,0
5.0772,1,5.135,45,5.0937,0,0
5.0756,0,5.1322,44,5.0927,0,0
5.0756,2,5.1346,46,5.0934,0,0
5.0743,1,5.1351,50,5.0937,0,0
5.0741,0,5.1372,43,5.0927,0,0
5.0753,0,5.1368,40,5.0933,0,0
5.0751,1,5.1346,38,5.0927,0,0
5.0753,0,5.1368,45,5.0925,0,0
5.0749,0,5.1372,48,5.0927,0,0
5.075,0,5.1354,33,5.0936,0,0
5.0758,0,5.1367,43,5.0933,0,0
5.0761,1,5.1369,41,5.0932,0,0
5.0738,0,5.1379,44,5.0929,0,0
5.0741,1,5.1363,37,5.0933,0,0
5.075,0,5.1364,38,5.0919,0,0
5.0745,1,5.1359,37,5.0917,0,0
5.0743,2,5.138,46,5.0929,0,0
5.0759,2,5.1359,28,5.0926,0,0
5.0744,4,5.1315,33,5.0928,0,0
5.0751,2,5.1362,48,5.0929,0,0
5.0762,0,5.1346,42,5.0925,0,0
5.0755,1,5.1349,45,5.0926,0,0
5.0746,0,5.1387,49,5.0932,0,0
5.0755,1,5.1335,52,5.0922,0,0
5.0747,0,5.1354,48,5.0923,0,0
5.0745,0,5.1357,33,5.0933,0,0
5.0752,0,5.1318,43,5.0928,0,0
5.0765,0,5.133,35,5.0931,0,0
5.0763,0,5.1383,43,5.093,0,0
5.075,0,5.1356,45,5.0936,0,0
5.0759,0,5.1361,40,5.0932,0,0
5.077,0,5.138,38,5.0926,0,0
5.0755,0,5.1387,33,5.0941,0,0
5.0746,0,5.1379,46,5.0928,0,0
5.0754,0,5.1334,44,5.0919,0,0
5.0748,2,5.1338,51,5.0929,0,0
5.0748,2,5.1355,50,5.0928,0,0
5.0754,0,5.1355,35,5.0932,0,0
5.0767,2,5.1365,47,5.094,0,0
5.0747,0,5.1352,42,5.0925,0,0
5.0753,0,5.1351,38,5.0934,0,0
5.0756,1,5.1343,33,5.0922,0,0
